Stock_Take_Transaction_ID,ST_Year,Material_Item_ID,Stock_Take_Comment,Material_Length_Measured_m,Length_Measured_Indicator,Material_Width_Measured_m,Width_Measured_Indicator,Material_Full_Units_Counted,Full_Units_Counted_Indicator,Material_Quantity_Scrapped,Material_Scrapped_Indicator,Material_Unit_Price_incl_VAT,Unit_Price_Available_Indicator,VAT_Decimal,VAT_Percentage,Material_Source_Quantity_on_Hand_Value_excl_VAT,Stock_Take_Date_Key,Material_Item_Key,Material_Item_Standard_Length_mm,Material_Item_Standard_Width_or_Diameter_mm,Material_Item_Quantity_Unit_of_Measure,Stock_Take_Indicators_Key,Import_Action,Effective_Date,IBPT_ID,Material_Unit_Price_excl_VAT,Material_Quantity_Counted,Material_Quantity_on_Hand,Material_Value_Scrapped_excl_VAT,Material_Value_on_Hand_excl_VAT,ErrorCode,ErrorColumn,ErrorDescription

ST2021252,2021,GLS00042,*None,17.490,Length measured,,No width measured,,No full units counted,,No material scrapped,45.36,Unit price available,.14,14%,695.91789470000003,20210101,238,-1.00,6.00,m,1,Insert,2021/12/01,9,39.789473684210527,17.490000000000000,17.489999999999998,0,695.91789473684207,-1071607683,0,The data value violates integrity constraints.

ST2021253,2021,GLS00043,*None,30.780,Length measured,,No width measured,,No full units counted,,No material scrapped,52.62,Unit price available,.14,14%,1420.74,20210101,239,-1.00,8.00,m,1,Insert,2021/12/01,9,46.157894736842103,30.780000000000000,30.780000000000001,0,1420.74,-1071607683,0,The data value violates integrity constraints.

ST2021254,2021,GLS00044,*None,7.670,Length measured,,No width measured,,No full units counted,,No material scrapped,66.83,Unit price available,.14,14%,449.63692980000002,20210101,240,-1.00,9.00,m,1,Insert,2021/12/01,9,58.622807017543863,7.670000000000000,7.6699999999999999,0,449.63692982456143,-1071607683,0,The data value violates integrity constraints.

ST2021255,2021,ELN00001,*None,.150,Length measured,,No width measured,,No full units counted,,No material scrapped,140.80,Unit price available,.14,14%,18.526315790000002,20210101,195,-1.00,40.00,m,1,Insert,2021/12/01,9,123.50877192982456,.150000000000000,0.14999999999999999,0,18.526315789473685,-1071607683,0,The data value violates integrity constraints.

ST2021256,2021,ELN00002,*None,.515,Length measured,,No width measured,,No full units counted,,No material scrapped,459.11,Unit price available,.14,14%,207.40495609999999,20210101,196,-1.00,50.00,m,1,Insert,2021/12/01,9,402.72807017543857,.515000000000000,0.51500000000000001,0,207.40495614035086,-1071607683,0,The data value violates integrity constraints.

ST2021257,2021,ELT00001,*None,.000,Length measured,,No width measured,,No full units counted,,No material scrapped,90.08,Unit price available,.14,14%,0,20210101,197,-1.00,20.00,m,1,Insert,2021/12/01,9,79.017543859649123,.000000000000000,0,0,0,-1071607683,0,The data value violates integrity constraints.

ST2021258,2021,ELT00002,*None,.000,Length measured,,No width measured,,No full units counted,,No material scrapped,354.94,Unit price available,.14,14%,0,20210101,198,-1.00,40.00,m,1,Insert,2021/12/01,9,311.35087719298247,.000000000000000,0,0,0,-1071607683,0,The data value violates integrity constraints.

ST2021259,2021,ELT00003,*None,.160,Length measured,,No width measured,,No full units counted,,No material scrapped,459.11,Unit price available,.14,14%,64.436491230000001,20210101,199,-1.00,60.00,m,1,Insert,2021/12/01,9,402.72807017543857,.160000000000000,0.16,0,64.436491228070167,-1071607683,0,The data value violates integrity constraints.

ST202126,2021,SST00005,*None,2.185,Length measured,,No width measured,,No full units counted,,No material scrapped,285.00,Unit price available,.14,14%,546.25,20210101,558,-1.00,64.00,m,1,Insert,2021/12/01,9,250,2.185000000000000,2.1850000000000001,0,546.25,-1071607683,0,The data value violates integrity constraints.

ST2021260,2021,VLN00001,*None,.000,Length measured,,No width measured,,No full units counted,,No material scrapped,23.42,Unit price available,.14,14%,0,20210101,669,-1.00,20.00,m,1,Insert,2021/12/01,9,20.543859649122808,.000000000000000,0,0,0,-1071607683,0,The data value violates integrity constraints.

ST2021261,2021,VLN00002,*None,.000,Length measured,,No width measured,,No full units counted,,No material scrapped,36.28,Unit price available,.14,14%,0,20210101,670,-1.00,25.00,m,1,Insert,2021/12/01,9,31.82456140350877,.000000000000000,0,0,0,-1071607683,0,The data value violates integrity constraints.

ST2021262,2021,VLN00003,*None,.000,Length measured,,No width measured,,No full units counted,,No material scrapped,51.93,Unit price available,.14,14%,0,20210101,671,-1.00,30.00,m,1,Insert,2021/12/01,9,45.55263157894737,.000000000000000,0,0,0,-1071607683,0,The data value violates integrity constraints.

ST2021263,2021,VNT00001,*None,.425,Length measured,,No width measured,,No full units counted,,No material scrapped,236.95,Unit price available,.14,14%,88.336622809999994,20210101,674,-1.00,12.00,m,1,Insert,2021/12/01,9,207.85087719298247,.425000000000000,0.42499999999999999,0,88.336622807017548,-1071607683,0,The data value violates integrity constraints.

ST2021264,2021,VNT00002,*None,.380,Length measured,,No width measured,,No full units counted,,No material scrapped,337.20,Unit price available,.14,14%,112.40000000000001,20210101,675,-1.00,18.00,m,1,Insert,2021/12/01,9,295.78947368421052,.380000000000000,0.38,0,112.40000000000001,-1071607683,0,The data value violates integrity constraints.

ST2021265,2021,VNT00003,*None,.000,Length measured,,No width measured,,No full units counted,,No material scrapped,581.74,Unit price available,.14,14%,0,20210101,676,-1.00,25.00,m,1,Insert,2021/12/01,9,510.29824561403507,.000000000000000,0,0,0,-1071607683,0,The data value violates integrity constraints.

ST2021266,2021,VNT00004,*None,.310,Length measured,,No width measured,,No full units counted,,No material scrapped,808.94,Unit price available,.14,14%,219.9749123,20210101,677,-1.00,30.00,m,1,Insert,2021/12/01,9,709.59649122807014,.310000000000000,0.31,0,219.97491228070174,-1071607683,0,The data value violates integrity constraints.

ST2021267,2021,VNT00005,*None,.660,Length measured,,No width measured,,No full units counted,,No material scrapped,1063.24,Unit price available,.14,14%,615.55999999999995,20210101,678,-1.00,35.00,m,1,Insert,2021/12/01,9,932.66666666666663,.660000000000000,0.66000000000000003,0,615.56000000000006,-1071607683,0,The data value violates integrity constraints.

ST2021268,2021,VNT00006,*None,.735,Length measured,,No width measured,,No full units counted,,No material scrapped,1392.62,Unit price available,.14,14%,897.87342109999997,20210101,679,-1.00,40.00,m,1,Insert,2021/12/01,9,1221.5964912280701,.735000000000000,0.73499999999999999,0,897.87342105263156,-1071607683,0,The data value violates integrity constraints.

ST2021269,2021,VNL00001,*None,.000,Length measured,,No width measured,,No full units counted,,No material scrapped,77.41,Unit price available,.14,14%,0,20210101,672,-1.00,20.00,m,1,Insert,2021/12/01,9,67.903508771929822,.000000000000000,0,0,0,-1071607683,0,The data value violates integrity constraints.

ST202127,2021,ALM00009,*None,35.130,Length measured,,No width measured,,No full units counted,,No material scrapped,7.83,Unit price available,.14,14%,241.2876316,20210101,9,-1.00,12.70,m,1,Insert,2021/12/01,9,6.8684210526315788,35.130000000000000,35.130000000000003,0,241.28763157894738,-1071607683,0,The data value violates integrity constraints.

ST2021270,2021,VNL00002,*None,2.055,Length measured,,No width measured,,No full units counted,,No material scrapped,77.41,Unit price available,.14,14%,139.54171049999999,20210101,673,-1.00,25.00,m,1,Insert,2021/12/01,9,67.903508771929822,2.055000000000000,2.0550000000000002,0,139.5417105263158,-1071607683,0,The data value violates integrity constraints.

ST2021271,2021,PSP00001,*None,.530,Length measured,,No width measured,,No full units counted,,No material scrapped,28.73,Unit price available,.14,14%,13.35692982,20210101,463,-1.00,6.00,m,1,Insert,2021/12/01,9,25.201754385964911,.530000000000000,0.53000000000000003,0,13.356929824561403,-1071607683,0,The data value violates integrity constraints.

ST2021272,2021,PSP00002,*None,.840,Length measured,,No width measured,,No full units counted,,No material scrapped,42.86,Unit price available,.14,14%,31.581052629999999,20210101,464,-1.00,8.00,m,1,Insert,2021/12/01,9,37.596491228070178,.840000000000000,0.83999999999999997,0,31.581052631578949,-1071607683,0,The data value violates integrity constraints.

ST2021273,2021,PSP00003,*None,.000,Length measured,,No width measured,,No full units counted,,No material scrapped,63.68,Unit price available,.14,14%,0,20210101,465,-1.00,10.00,m,1,Insert,2021/12/01,9,55.859649122807021,.000000000000000,0,0,0,-1071607683,0,The data value violates integrity constraints.

ST2021274,2021,PSP00004,*None,.000,Length measured,,No width measured,,No full units counted,,No material scrapped,1031.34,Unit price available,.14,14%,0,20210101,466,-1.00,40.00,m,1,Insert,2021/12/01,9,904.68421052631584,.000000000000000,0,0,0,-1071607683,0,The data value violates integrity constraints.

ST2021275,2021,PSP00005,*None,.000,Length measured,,No width measured,,No full units counted,,No material scrapped,362.44,Unit price available,.14,14%,0,20210101,467,-1.00,70.00,m,1,Insert,2021/12/01,9,317.92982456140351,.000000000000000,0,0,0,-1071607683,0,The data value violates integrity constraints.

ST2021276,2021,PCN00001,*None,1.000,Length measured,,No width measured,,No full units counted,,No material scrapped,173.67,Unit price available,.14,14%,152.34210529999999,20210101,696,-1.00,26.00,m,1,Insert,2021/12/01,9,152.34210526315789,1.000000000000000,1,0,152.34210526315789,-1071607683,0,The data value violates integrity constraints.

ST2021277,2021,PVC00001,*None,9.545,Length measured,,No width measured,,No full units counted,,No material scrapped,5.28,Unit price available,.14,14%,44.208421049999998,20210101,527,-1.00,5.00,m,1,Insert,2021/12/01,9,4.6315789473684212,9.545000000000000,9.5449999999999999,0,44.208421052631579,-1071607683,0,The data value violates integrity constraints.

ST2021278,2021,PVC00002,*None,15.065,Length measured,,No width measured,,No full units counted,,No material scrapped,7.82,Unit price available,.14,14%,103.340614,20210101,528,-1.00,6.00,m,1,Insert,2021/12/01,9,6.8596491228070171,15.065000000000000,15.065,0,103.34061403508771,-1071607683,0,The data value violates integrity constraints.

ST2021279,2021,PVC00003,*None,15.200,Length measured,,No width measured,,No full units counted,,No material scrapped,13.82,Unit price available,.14,14%,184.2666667,20210101,529,-1.00,8.00,m,1,Insert,2021/12/01,9,12.12280701754386,15.200000000000000,15.199999999999999,0,184.26666666666665,-1071607683,0,The data value violates integrity constraints.

ST202128,2021,ALM00010,*None,1.200,Length measured,,No width measured,,No full units counted,,No material scrapped,29.64,Unit price available,.14,14%,31.199999999999999,20210101,10,-1.00,25.16,m,1,Insert,2021/12/01,9,26,1.200000000000000,1.2,0,31.199999999999999,-1071607683,0,The data value violates integrity constraints.

ST2021280,2021,PVC00004,*None,5.880,Length measured,,No width measured,,No full units counted,,No material scrapped,21.45,Unit price available,.14,14%,110.6368421,20210101,530,-1.00,10.00,m,1,Insert,2021/12/01,9,18.815789473684209,5.880000000000000,5.8799999999999999,0,110.63684210526314,-1071607683,0,The data value violates integrity constraints.

ST2021281,2021,PVC00005,*None,3.205,Length measured,,No width measured,,No full units counted,,No material scrapped,30.92,Unit price available,.14,14%,86.928596490000004,20210101,531,-1.00,12.00,m,1,Insert,2021/12/01,9,27.12280701754386,3.205000000000000,3.2050000000000001,0,86.928596491228078,-1071607683,0,The data value violates integrity constraints.

ST2021282,2021,PVC00006,*None,4.390,Length measured,,No width measured,,No full units counted,,No material scrapped,47.82,Unit price available,.14,14%,184.1489474,20210101,532,-1.00,15.00,m,1,Insert,2021/12/01,9,41.94736842105263,4.390000000000000,4.3899999999999997,0,184.14894736842103,-1071607683,0,The data value violates integrity constraints.

ST2021283,2021,PVC00007,*None,5.000,Length measured,,No width measured,,No full units counted,,No material scrapped,51.50,Unit price available,.14,14%,225.87719300000001,20210101,533,-1.00,20.00,m,1,Insert,2021/12/01,9,45.175438596491226,5.000000000000000,5,0,225.87719298245614,-1071607683,0,The data value violates integrity constraints.

ST2021284,2021,PVC00008,*None,3.730,Length measured,,No width measured,,No full units counted,,No material scrapped,93.15,Unit price available,.14,14%,304.78026319999998,20210101,534,-1.00,25.00,m,1,Insert,2021/12/01,9,81.71052631578948,3.730000000000000,3.73,0,304.78026315789475,-1071607683,0,The data value violates integrity constraints.

ST2021285,2021,PVC00009,*None,1.790,Length measured,,No width measured,,No full units counted,,No material scrapped,114.44,Unit price available,.14,14%,179.69087719999999,20210101,700,-1.00,30.00,m,1,Insert,2021/12/01,9,100.3859649122807,1.790000000000000,1.79,0,179.69087719298244,-1071607683,0,The data value violates integrity constraints.

ST2021286,2021,PVC00010,*None,.000,Length measured,,No width measured,,No full units counted,,No material scrapped,191.98,Unit price available,.14,14%,0,20210101,535,-1.00,35.00,m,1,Insert,2021/12/01,9,168.40350877192984,.000000000000000,0,0,0,-1071607683,0,The data value violates integrity constraints.

ST2021287,2021,PVC00011,*None,1.610,Length measured,,No width measured,,No full units counted,,No material scrapped,202.46,Unit price available,.14,14%,285.93035090000001,20210101,536,-1.00,40.00,m,1,Insert,2021/12/01,9,177.59649122807016,1.610000000000000,1.6100000000000001,0,285.93035087719301,-1071607683,0,The data value violates integrity constraints.

ST2021288,2021,PVC00012,*None,1.910,Length measured,,No width measured,,No full units counted,,No material scrapped,316.89,Unit price available,.14,14%,530.9297368,20210101,701,-1.00,50.00,m,1,Insert,2021/12/01,9,277.9736842105263,1.910000000000000,1.9099999999999999,0,530.92973684210517,-1071607683,0,The data value violates integrity constraints.

ST2021289,2021,PVC00013,*None,.000,Length measured,,No width measured,,No full units counted,,No material scrapped,722.82,Unit price available,.14,14%,0,20210101,537,-1.00,60.00,m,1,Insert,2021/12/01,9,634.0526315789474,.000000000000000,0,0,0,-1071607683,0,The data value violates integrity constraints.

ST202129,2021,ALM00011,*None,.995,Length measured,,No width measured,,No full units counted,,No material scrapped,21.85,Unit price available,.14,14%,19.070833329999999,20210101,11,-1.00,25.30,m,1,Insert,2021/12/01,9,19.166666666666668,.995000000000000,0.995,0,19.070833333333333,-1071607683,0,The data value violates integrity constraints.

ST2021290,2021,PVC00014,*None,.110,Length measured,,No width measured,,No full units counted,,No material scrapped,1321.70,Unit price available,.14,14%,127.5324561,20210101,702,-1.00,90.00,m,1,Insert,2021/12/01,9,1159.3859649122808,.110000000000000,0.11,0,127.53245614035089,-1071607683,0,The data value violates integrity constraints.

ST2021291,2021,GLS00045,No Size units and measurement available,,No length measured,,No width measured,17,Full units counted,,No material scrapped,24.40,Unit price available,.14,14%,363.85964910000001,20210101,241,-1.00,-1.00,each,7,Insert,2021/12/01,9,21.403508771929825,17.000000000000000,17,0,363.85964912280701,-1071607683,0,The data value violates integrity constraints.

ST2021292,2021,GLS00046,No Size units and measurement available,,No length measured,,No width measured,1,Full units counted,,No material scrapped,27.72,Unit price available,.14,14%,24.315789469999999,20210101,242,-1.00,-1.00,each,7,Insert,2021/12/01,9,24.315789473684209,1.000000000000000,1,0,24.315789473684209,-1071607683,0,The data value violates integrity constraints.

ST2021293,2021,GLS00047,No Size units and measurement available,,No length measured,,No width measured,10,Full units counted,,No material scrapped,34.66,Unit price available,.14,14%,304.03508770000002,20210101,243,-1.00,-1.00,each,7,Insert,2021/12/01,9,30.403508771929825,10.000000000000000,10,0,304.03508771929825,-1071607683,0,The data value violates integrity constraints.

ST2021294,2021,GLS00048,No Size units and measurement available,,No length measured,,No width measured,14,Full units counted,,No material scrapped,46.58,Unit price available,.14,14%,572.03508769999996,20210101,244,-1.00,-1.00,each,7,Insert,2021/12/01,9,40.859649122807021,14.000000000000000,14,0,572.0350877192983,-1071607683,0,The data value violates integrity constraints.

ST2021295,2021,GLS00049,No Size units and measurement available,,No length measured,,No width measured,0,Full units counted,,No material scrapped,14.14,Unit price available,.14,14%,0,20210101,245,-1.00,-1.00,each,7,Insert,2021/12/01,9,12.403508771929825,.000000000000000,0,0,0,-1071607683,0,The data value violates integrity constraints.

ST2021296,2021,ALM00040,*None,.000,Length measured,.000,Width measured,,No full units counted,,No material scrapped,815.36,Unit price available,.14,14%,0,20210101,39,2440.00,1220.00,m²,3,Insert,2021/12/01,9,715.22807017543857,.000000000000000,0,0,0,-1071607683,0,The data value violates integrity constraints.

ST2021297,2021,PSP00006,*None,1.540,Length measured,1.465,Width measured,,No full units counted,,No material scrapped,733.58,Unit price available,.14,14%,1451.7805599999999,20210101,468,3050.00,2030.00,m²,3,Insert,2021/12/01,9,643.49122807017545,2.256100000000000,2.2561,0,1451.7805596491228,-1071607683,0,The data value violates integrity constraints.

ST2021298,2021,PSP00007,*None,1.550,Length measured,1.285,Width measured,,No full units counted,,No material scrapped,440.15,Unit price available,.14,14%,769.00768640000001,20210101,469,3050.00,2030.00,m²,3,Insert,2021/12/01,9,386.09649122807019,1.991750000000000,1.9917499999999999,0,769.00768640350873,-1071607683,0,The data value violates integrity constraints.

ST2021299,2021,BRS00045,*None,.745,Length measured,.600,Width measured,,No full units counted,,No material scrapped,1402.96,Unit price available,.14,14%,550.10799999999995,20210101,149,600.00,2000.00,m²,3,Insert,2021/12/01,9,1230.6666666666667,.447000000000000,0.44700000000000001,0,550.10800000000006,-1071607683,0,The data value violates integrity constraints.

ST20213,2021,ALM00003,*None,15.000,Length measured,,No width measured,,No full units counted,,No material scrapped,13.68,Unit price available,.14,14%,180,20210101,3,-1.00,19.30,m,1,Insert,2021/12/01,9,12,15.000000000000000,15,0,180,-1071607683,0,The data value violates integrity constraints.

ST202130,2021,ALM00012,*None,2.155,Length measured,,No width measured,,No full units counted,,No material scrapped,21.85,Unit price available,.14,14%,41.304166670000001,20210101,12,-1.00,25.40,m,1,Insert,2021/12/01,9,19.166666666666668,2.155000000000000,2.1549999999999998,0,41.304166666666667,-1071607683,0,The data value violates integrity constraints.

ST2021300,2021,BRS00046,*None,1.985,Length measured,.600,Width measured,,No full units counted,,No material scrapped,1492.60,Unit price available,.14,14%,1559.3742110000001,20210101,150,600.00,2000.00,m²,3,Insert,2021/12/01,9,1309.2982456140351,1.191000000000000,1.1910000000000001,0,1559.3742105263159,-1071607683,0,The data value violates integrity constraints.

ST2021301,2021,BRS00047,*None,1.705,Length measured,.600,Width measured,,No full units counted,,No material scrapped,1989.30,Unit price available,.14,14%,1785.135,20210101,151,600.00,2000.00,m²,3,Insert,2021/12/01,9,1745,1.023000000000000,1.0229999999999999,0,1785.1349999999998,-1071607683,0,The data value violates integrity constraints.

ST2021302,2021,BRS00048,*None,.255,Length measured,.600,Width measured,,No full units counted,,No material scrapped,2076.00,Unit price available,.14,14%,278.62105259999998,20210101,152,600.00,2000.00,m²,3,Insert,2021/12/01,9,1821.0526315789473,.153000000000000,0.153,0,278.62105263157895,-1071607683,0,The data value violates integrity constraints.

ST2021303,2021,BRS00049,*None,.525,Length measured,.600,Width measured,,No full units counted,,No material scrapped,2435.00,Unit price available,.14,14%,672.82894739999995,20210101,153,600.00,2000.00,m²,3,Insert,2021/12/01,9,2135.9649122807018,.315000000000000,0.315,0,672.82894736842104,-1071607683,0,The data value violates integrity constraints.

ST2021304,2021,MST00070,*None,1.805,Length measured,.930,Width measured,,No full units counted,,No material scrapped,62.37,Unit price available,.14,14%,91.839825000000005,20210101,387,2450.00,1225.00,m²,3,Insert,2021/12/01,9,54.710526315789473,1.678650000000000,1.67865,0,91.83982499999999,-1071607683,0,The data value violates integrity constraints.

ST2021305,2021,MST00070,*None,1.805,Length measured,.930,Width measured,,No full units counted,,No material scrapped,62.37,Unit price available,.14,14%,91.839825000000005,20210101,387,2450.00,1225.00,m²,3,Insert,2021/12/01,9,54.710526315789473,1.678650000000000,1.67865,0,91.83982499999999,-1071607683,0,The data value violates integrity constraints.

ST2021306,2021,MST00070,*None,1.805,Length measured,.930,Width measured,,No full units counted,,No material scrapped,62.37,Unit price available,.14,14%,91.839825000000005,20210101,387,2450.00,1225.00,m²,3,Insert,2021/12/01,9,54.710526315789473,1.678650000000000,1.67865,0,91.83982499999999,-1071607683,0,The data value violates integrity constraints.

ST2021307,2021,MST00071,*None,1.710,Length measured,1.230,Width measured,,No full units counted,,No material scrapped,109.77,Unit price available,.14,14%,202.52565000000001,20210101,388,2450.00,1225.00,m²,3,Insert,2021/12/01,9,96.28947368421052,2.103300000000000,2.1032999999999999,0,202.52564999999998,-1071607683,0,The data value violates integrity constraints.

ST2021308,2021,MST00072,*None,.000,Length measured,.000,Width measured,,No full units counted,,No material scrapped,101.13,Unit price available,.14,14%,0,20210101,389,2450.00,1225.00,m²,3,Insert,2021/12/01,9,88.71052631578948,.000000000000000,0,0,0,-1071607683,0,The data value violates integrity constraints.

ST2021309,2021,MST00072,*None,2.030,Length measured,1.230,Width measured,,No full units counted,,No material scrapped,101.13,Unit price available,.14,14%,221.5013132,20210101,389,2450.00,1225.00,m²,3,Insert,2021/12/01,9,88.71052631578948,2.496900000000000,2.4969000000000001,0,221.50131315789477,-1071607683,0,The data value violates integrity constraints.

ST202131,2021,ALM00013,*None,12.000,Length measured,,No width measured,,No full units counted,,No material scrapped,26.26,Unit price available,.14,14%,276.4210526,20210101,13,-1.00,25.40,m,1,Insert,2021/12/01,9,23.035087719298247,12.000000000000000,12,0,276.42105263157896,-1071607683,0,The data value violates integrity constraints.

ST2021310,2021,MST00072,*None,.975,Length measured,1.230,Width measured,,No full units counted,,No material scrapped,101.13,Unit price available,.14,14%,106.38609870000001,20210101,389,2450.00,1225.00,m²,3,Insert,2021/12/01,9,88.71052631578948,1.199250000000000,1.1992499999999999,0,106.38609868421052,-1071607683,0,The data value violates integrity constraints.

ST2021311,2021,MST00072,*None,1.510,Length measured,1.230,Width measured,,No full units counted,,No material scrapped,101.13,Unit price available,.14,14%,164.76206049999999,20210101,389,2450.00,1225.00,m²,3,Insert,2021/12/01,9,88.71052631578948,1.857300000000000,1.8573,0,164.76206052631579,-1071607683,0,The data value violates integrity constraints.

ST2021312,2021,MST00072,*None,1.755,Length measured,1.230,Width measured,,No full units counted,,No material scrapped,101.13,Unit price available,.14,14%,191.4949776,20210101,389,2450.00,1225.00,m²,3,Insert,2021/12/01,9,88.71052631578948,2.158650000000000,2.1586500000000002,0,191.49497763157899,-1071607683,0,The data value violates integrity constraints.

ST2021313,2021,MST00073,*None,.000,Length measured,.000,Width measured,1,Full units counted,,No material scrapped,120.29,Unit price available,.14,14%,316.6845285,20210101,390,2450.00,1225.00,m²,2,Insert,2021/12/01,9,105.51754385964912,3.001250000000000,3.0012500000000002,0,316.68452850877196,-1071607683,0,The data value violates integrity constraints.

ST2021314,2021,MST00074,*None,2.450,Length measured,.450,Width measured,,No full units counted,,No material scrapped,158.22,Unit price available,.14,14%,153.0153947,20210101,391,2450.00,1225.00,m²,3,Insert,2021/12/01,9,138.78947368421052,1.102500000000000,1.1025,0,153.0153947368421,-1071607683,0,The data value violates integrity constraints.

ST2021315,2021,PSP00008,*None,1.940,Length measured,1.510,Width measured,,No full units counted,,No material scrapped,377.41,Unit price available,.14,14%,969.8112754,20210101,470,3050.00,2030.00,m²,3,Insert,2021/12/01,9,331.06140350877195,2.929400000000000,2.9293999999999998,0,969.81127543859645,-1071607683,0,The data value violates integrity constraints.

ST2021316,2021,SST00040,No standard length and width available,2.050,Length measured,.200,Width measured,,No full units counted,,No material scrapped,179.95,Unit price available,.14,14%,124.03,20210101,590,-1.00,-1.00,m²,8,Insert,2021/12/01,9,157.85087719298247,.410000000000000,0.40999999999999998,0,64.718859649122805,-1071607683,0,The data value violates integrity constraints.

ST2021317,2021,SST00041,No standard length and width available,1.980,Length measured,1.250,Width measured,,No full units counted,,No material scrapped,320.00,Unit price available,.14,14%,694.73684209999999,20210101,591,-1.00,-1.00,m²,8,Insert,2021/12/01,9,280.70175438596493,2.475000000000000,2.4750000000000001,0,694.73684210526324,-1071607683,0,The data value violates integrity constraints.

ST2021318,2021,SST00042,No standard length and width available,1.905,Length measured,1.220,Width measured,,No full units counted,,No material scrapped,350.00,Unit price available,.14,14%,713.53947370000003,20210101,592,-1.00,-1.00,m²,8,Insert,2021/12/01,9,307.01754385964909,2.324100000000000,2.3241000000000001,0,713.53947368421052,-1071607683,0,The data value violates integrity constraints.

ST2021319,2021,PSP00009,*None,1.540,Length measured,1.390,Width measured,,No full units counted,,No material scrapped,360.92,Unit price available,.14,14%,677.70644909999999,20210101,471,3050.00,2030.00,m²,3,Insert,2021/12/01,9,316.59649122807019,2.140600000000000,2.1406000000000001,0,677.70644912280704,-1071607683,0,The data value violates integrity constraints.

ST202132,2021,ALM00014,*None,3.585,Length measured,,No width measured,,No full units counted,,No material scrapped,18.05,Unit price available,.14,14%,56.762500000000003,20210101,14,-1.00,31.34,m,1,Insert,2021/12/01,9,15.833333333333334,3.585000000000000,3.585,0,56.762500000000003,-1071607683,0,The data value violates integrity constraints.

ST2021320,2021,PSP00010,*None,2.030,Length measured,.790,Width measured,,No full units counted,,No material scrapped,723.73,Unit price available,.14,14%,1018.120199,20210101,472,3050.00,2030.00,m²,3,Insert,2021/12/01,9,634.85087719298247,1.603700000000000,1.6036999999999999,0,1018.1103517543859,-1071607683,0,The data value violates integrity constraints.

ST2021321,2021,PSP00010,*None,2.030,Length measured,.790,Width measured,,No full units counted,,No material scrapped,723.73,Unit price available,.14,14%,1018.120199,20210101,472,3050.00,2030.00,m²,3,Insert,2021/12/01,9,634.85087719298247,1.603700000000000,1.6036999999999999,0,1018.1103517543859,-1071607683,0,The data value violates integrity constraints.

ST2021322,2021,PSP00010,*None,2.030,Length measured,.790,Width measured,,No full units counted,,No material scrapped,723.73,Unit price available,.14,14%,1018.120199,20210101,472,3050.00,2030.00,m²,3,Insert,2021/12/01,9,634.85087719298247,1.603700000000000,1.6036999999999999,0,1018.1103517543859,-1071607683,0,The data value violates integrity constraints.

ST2021323,2021,PSP00010,*None,2.030,Length measured,.790,Width measured,,No full units counted,,No material scrapped,723.73,Unit price available,.14,14%,1018.120199,20210101,472,3050.00,2030.00,m²,3,Insert,2021/12/01,9,634.85087719298247,1.603700000000000,1.6036999999999999,0,1018.1103517543859,-1071607683,0,The data value violates integrity constraints.

ST2021324,2021,PSP00010,*None,1.020,Length measured,.910,Width measured,,No full units counted,,No material scrapped,723.73,Unit price available,.14,14%,589.27428369999996,20210101,472,3050.00,2030.00,m²,3,Insert,2021/12/01,9,634.85087719298247,.928200000000000,0.92820000000000003,0,589.26858421052634,-1071607683,0,The data value violates integrity constraints.

ST2021325,2021,PSP00010,*None,1.020,Length measured,.910,Width measured,,No full units counted,,No material scrapped,723.73,Unit price available,.14,14%,589.27428369999996,20210101,472,3050.00,2030.00,m²,3,Insert,2021/12/01,9,634.85087719298247,.928200000000000,0.92820000000000003,0,589.26858421052634,-1071607683,0,The data value violates integrity constraints.

ST2021326,2021,PSP00010,*None,1.020,Length measured,.910,Width measured,,No full units counted,,No material scrapped,723.73,Unit price available,.14,14%,589.27428369999996,20210101,472,3050.00,2030.00,m²,3,Insert,2021/12/01,9,634.85087719298247,.928200000000000,0.92820000000000003,0,589.26858421052634,-1071607683,0,The data value violates integrity constraints.

ST2021327,2021,PSP00010,*None,1.020,Length measured,.910,Width measured,,No full units counted,,No material scrapped,723.73,Unit price available,.14,14%,589.27428369999996,20210101,472,3050.00,2030.00,m²,3,Insert,2021/12/01,9,634.85087719298247,.928200000000000,0.92820000000000003,0,589.26858421052634,-1071607683,0,The data value violates integrity constraints.

ST2021328,2021,PSP00010,*None,1.020,Length measured,.910,Width measured,,No full units counted,,No material scrapped,723.73,Unit price available,.14,14%,589.27428369999996,20210101,472,3050.00,2030.00,m²,3,Insert,2021/12/01,9,634.85087719298247,.928200000000000,0.92820000000000003,0,589.26858421052634,-1071607683,0,The data value violates integrity constraints.

ST2021329,2021,PSP00010,*None,1.020,Length measured,.910,Width measured,,No full units counted,,No material scrapped,723.73,Unit price available,.14,14%,589.27428369999996,20210101,472,3050.00,2030.00,m²,3,Insert,2021/12/01,9,634.85087719298247,.928200000000000,0.92820000000000003,0,589.26858421052634,-1071607683,0,The data value violates integrity constraints.

