M_Year,M_Material_Item_ID,M_Material_Type,M_Material_Item_Category,M_Material_Item_Detail_1,M_Material_Item_Detail_2,M_Material_Item_Size,M_Material_Item_Size_Unit_Of_Measure,M_Material_Item_Size_Note,M_Material_Item_Standard_Length_mm,M_Material_Item_Standard_Width_or_Diameter_mm,M_Material_Item_Standard_Height_mm,M_Material_Item_Standard_Interior_Diameter_mm,M_Material_Item_Standard_Thinkness_or_Wall_mm,M_Material_Item_Quantity_Unit_of_Measure,M_Material_Group,IBPT_ID,ErrorCode,ErrorColumn,ErrorDescription
2021,GLS00043,Glass,Rod,Boro,*None,8,mm,*None,-1.00,8.00,-1.00,-1.00,-1.00,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,VLN00002,Vescolene,Rod,*None,*None,25,mm,*None,-1.00,25.00,-1.00,-1.00,-1.00,m,Ertalon/Vescolene,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00085,Glass,Tubing,Boro,*None,24 x 1.8,mm,*None,-1.00,24.00,-1.00,-1.00,1.80,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00024,Mild steel,Bar,Flat,*None,30 x 8,mm,*None,-1.00,30.00,-1.00,-1.00,8.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00068,Stainless steel,Tubing,Hydraulic,*None,10 x 1,mm,*None,-1.00,10.00,-1.00,-1.00,1.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00071,Aluminium,Tubing,Round,*None,19.5 x 1.5,mm,*None,-1.00,19.50,-1.00,18.00,1.50,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,TFN00007,Tufnol,Sheet,*None,*None,13,mm,*None,-1.00,-1.00,-1.00,-1.00,13.00,m²,Tufnol/Teflon,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00015,Aluminium,Bar,Flat,*None,38 x 4.9,mm,*None,-1.00,38.00,-1.00,-1.00,4.90,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,ELT00003,Ertalyte,Rod,*None,*None,60,mm,*None,-1.00,60.00,-1.00,-1.00,-1.00,m,Ertalon/Vescolene,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00096,Mild steel,Tubing,Round,*None,34 x 29 x 2.5,mm,*None,-1.00,34.00,-1.00,29.00,2.50,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00096,Aluminium,Tubing,Square,*None,17.9 x 17.9 x 1.1,mm,*None,-1.00,17.90,17.90,-1.00,1.10,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,CPR00004,Copper,Tubing,*None,*None,15 x 0.5,mm,*None,-1.00,15.00,-1.00,14.50,.50,m,Copper,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00088,Mild steel,Tubing,Rectangular,*None,38 x 25 x 2,mm,*None,-1.00,38.00,25.00,-1.00,2.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00113,Mild steel,Tubing,Square,*None,12.7 x 12.7 x 2,mm,*None,-1.00,12.70,12.70,-1.00,2.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,CPR00009,Copper,Tubing,*None,*None,28.7 x 1.0,mm,*None,-1.00,28.70,-1.00,27.70,1.00,m,Copper,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00099,Aluminium,Tubing,Square,*None,25 x 25 x 3.2,mm,*None,-1.00,25.00,25.00,-1.00,3.20,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00101,Aluminium,Tubing,Square,*None,25.3x25.3x2,mm,*None,-1.00,25.30,25.30,-1.00,2.00,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00123,Glass,Valve,Straight,Produran,0-4,mm,Passage,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00021,Brass,Bar,Hexagon,*None,12,mm,*None,-1.00,12.00,-1.00,-1.00,-1.00,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00033,Brass,Bar,Round,*None,25,mm,*None,-1.00,25.00,-1.00,-1.00,-1.00,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00079,Glass,Tubing,Boro,*None,16 x 1.8,mm,*None,-1.00,16.00,-1.00,-1.00,1.80,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00077,Brass,Tubing,Round,*None,70 x 3.2,mm,*None,-1.00,70.00,-1.00,66.80,3.20,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00079,Stainless steel,Tubing,Rectangular,*None,80 x 40 x 1.8,mm,*None,-1.00,80.00,40.00,-1.00,1.80,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00015,Brass,Bar,Flat,*None,76.59 x 9.64,mm,*None,-1.00,76.59,-1.00,-1.00,9.64,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,PPL00018,Polypropylene,Sheet,*None,*None,50,mm,*None,1000.00,2000.00,-1.00,-1.00,50.00,m²,Polypropylene,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00110,Glass,Tubing,Boro,*None,75 x 3.2,mm,*None,-1.00,75.00,-1.00,-1.00,3.20,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00110,Aluminium,U channel,*None,*None,25.3 x 25.3 x 3.1,mm,*None,-1.00,25.30,25.30,-1.00,3.10,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00031,Brass,Bar,Round,*None,20,mm,*None,-1.00,20.00,-1.00,-1.00,-1.00,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00009,Perspex,Sheet,Opal,*None,3,mm,*None,3050.00,2030.00,-1.00,-1.00,3.00,m²,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00075,Aluminium,Tubing,Round,*None,27.1 x 1.8,mm,*None,-1.00,27.10,-1.00,25.30,1.80,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00026,Brass,Bar,Round,*None,8,mm,*None,-1.00,8.00,-1.00,-1.00,-1.00,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00047,Perspex,Tubing,Round,*None,100 x 94 x 3,mm,*None,-1.00,100.00,-1.00,94.00,3.00,m,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,PCN00003,Polycarbonate,Sheet,*None,*None,6,mm,*None,3050.00,2050.00,-1.00,-1.00,6.00,m²,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00047,Mild steel,Bar,Round,Bright,5,mm,*None,-1.00,5.00,-1.00,-1.00,-1.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00041,Brass,Bar,Square,*None,8 x 8,mm,*None,-1.00,8.00,8.00,-1.00,-1.00,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00081,Aluminium,Tubing,Round,*None,38 x 3.3,mm,*None,-1.00,38.00,-1.00,34.70,3.30,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00036,Aluminium,Bar,Square,*None,13 x 13,mm,*None,-1.00,13.00,13.00,-1.00,-1.00,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00037,Stainless steel,Bar,Square,*None,25 x 25,mm,*None,-1.00,25.00,25.00,-1.00,-1.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00058,Glass,Stopcock,3-way,SWB,NS 14.5 / 2,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00042,Aluminium,Sheet,Vastrap,*None,2.8,mm,*None,2500.00,1200.00,-1.00,-1.00,2.80,m²,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,PPL00007,Polypropylene,Bar,Round,*None,50,mm,*None,-1.00,50.00,-1.00,-1.00,-1.00,m,Polypropylene,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00049,Perspex,Tubing,Round,*None,120 x 110 x 5,mm,*None,-1.00,120.00,-1.00,110.00,5.00,m,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00062,Brass,Tubing,Round,*None,25.4 x 2,mm,*None,-1.00,25.40,-1.00,23.40,2.00,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00119,Mild steel,Tubing,Square,*None,32 x 32 x 1.6,mm,*None,-1.00,32.00,32.00,-1.00,1.60,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00006,Aluminium,Angle iron,*None,*None,38 x 38 x 6,mm,*None,-1.00,38.00,38.00,-1.00,6.00,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00007,Brass,Bar,Flat,*None,38.17 x 9.65,mm,*None,-1.00,38.17,-1.00,-1.00,9.65,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,PPL00009,Polypropylene,Bar,Round,*None,90,mm,*None,-1.00,90.00,-1.00,-1.00,-1.00,m,Polypropylene,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00038,Aluminium,Bar,Square,*None,20.28 x 20.28,mm,*None,-1.00,20.28,20.28,-1.00,-1.00,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00056,Stainless steel,Tubing,Dairy,*None,31.7 x 1.5,mm,*None,-1.00,31.70,-1.00,-1.00,1.50,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00085,Stainless steel,Tubing,Round,*None,30 x 2,mm,*None,-1.00,30.00,-1.00,28.00,2.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00067,Brass,Tubing,Round,*None,38.1 x 2,mm,*None,-1.00,38.10,-1.00,36.10,2.00,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00035,Mild steel,Bar,Flat,*None,80 x 6,mm,*None,-1.00,80.00,-1.00,-1.00,6.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00024,Stainless steel,Bar,Round,*None,22,mm,*None,-1.00,22.00,-1.00,-1.00,-1.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00027,Stainless steel,Bar,Round,*None,28,mm,*None,-1.00,28.00,-1.00,-1.00,-1.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00069,Stainless steel,Tubing,Hydraulic,*None,12 x 1,mm,*None,-1.00,12.00,-1.00,-1.00,1.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00085,Aluminium,Tubing,Round,*None,50.75 x 3.5,mm,*None,-1.00,50.75,-1.00,47.25,3.50,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00007,Stainless steel,Bar,Flat,*None,25 x 3,mm,*None,-1.00,25.00,-1.00,-1.00,3.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00036,Brass,Bar,Round,*None,38,mm,*None,-1.00,38.00,-1.00,-1.00,-1.00,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00081,Stainless steel,Tubing,Round,*None,10 x 1.2,mm,*None,-1.00,10.00,-1.00,8.80,1.20,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00044,Mild steel,Bar,Hollow,*None,32 x 16 x 8,mm,*None,-1.00,32.00,16.00,-1.00,8.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00016,Stainless steel,Bar,Round,*None,5,mm,*None,-1.00,5.00,-1.00,-1.00,-1.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00072,Aluminium,Tubing,Round,*None,22.5 x 1.9,mm,*None,-1.00,22.50,-1.00,20.60,1.90,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00004,Brass,Bar,Flat,*None,20.1 x 3.15,mm,*None,-1.00,20.10,-1.00,-1.00,3.15,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00050,Brass,Sheet,*None,*None,4.8,mm,*None,2000.00,1000.00,-1.00,-1.00,4.80,m²,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00059,Glass,Stopcock,Single way,PTFE,14.5 / 2.5,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00083,Glass,Tubing,Boro,*None,22 x 1.8,mm,*None,-1.00,22.00,-1.00,-1.00,1.80,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00006,Brass,Bar,Flat,*None,25.32 x 5.28,mm,*None,-1.00,25.32,-1.00,-1.00,5.28,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00065,Mild steel,Bar,Square,*None,8 x 8,mm,*None,-1.00,8.00,8.00,-1.00,-1.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00007,Mild steel,Angle iron,*None,*None,40 x 40 x 5,mm,*None,-1.00,40.00,40.00,-1.00,5.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00014,Mild steel,Bar,Flat,*None,12 x 3,mm,*None,-1.00,12.00,-1.00,-1.00,3.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00087,Glass,Tubing,Boro,*None,28 x 2,mm,*None,-1.00,28.00,-1.00,-1.00,2.00,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00069,Glass,Tubing,Boro,*None,8 x 1.5,mm,*None,-1.00,8.00,-1.00,-1.00,1.50,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00027,Perspex,Tubing,Round,*None,12 x 6 x 3,mm,*None,-1.00,12.00,-1.00,6.00,3.00,m,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00028,Perspex,Tubing,Round,*None,12 x 8 x 2,mm,*None,-1.00,12.00,-1.00,8.00,2.00,m,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00030,Perspex,Tubing,Round,*None,15 x 11 x 2,mm,*None,-1.00,15.00,-1.00,11.00,2.00,m,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00024,Perspex,Sheet,*None,*None,20,mm,*None,3050.00,2030.00,-1.00,-1.00,20.00,m²,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00023,Mild steel,Bar,Flat,*None,30 x 6,mm,*None,-1.00,30.00,-1.00,-1.00,6.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00053,Stainless steel,Tubing,Dairy,*None,19 x 1,mm,*None,-1.00,19.00,-1.00,-1.00,1.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00051,Perspex,Tubing,Round,*None,132 x 126 x 3,mm,*None,-1.00,132.00,-1.00,126.00,3.00,m,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00003,Brass,Bar,Flat,*None,19.25 x 9.68,mm,*None,-1.00,19.25,-1.00,-1.00,9.68,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00045,Mild steel,Bar,Round,Bright,4,mm,*None,-1.00,4.00,-1.00,-1.00,-1.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,VNL00001,Vesconylon,Rod,*None,*None,20,mm,*None,-1.00,20.00,-1.00,-1.00,-1.00,m,Ertalon/Vescolene,5,-1071607683,0,The data value violates integrity constraints.

2021,PPL00014,Polypropylene,Sheet,*None,*None,15,mm,*None,1000.00,2000.00,-1.00,-1.00,15.00,m²,Polypropylene,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00080,Aluminium,Tubing,Round,*None,37.95 x 1.6,mm,*None,-1.00,37.95,-1.00,36.35,1.60,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00118,Mild steel,Tubing,Square,*None,25 x 25 x 1.6,mm,*None,-1.00,25.00,25.00,-1.00,1.60,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00034,Aluminium,Bar,Square,*None,6.35 x 6.35,mm,*None,-1.00,6.35,6.35,-1.00,-1.00,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00078,Brass,Tubing,Square,*None,13 x 13 x 1.2,mm,*None,-1.00,13.00,13.00,-1.00,1.20,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00023,Aluminium,Bar,Round,*None,12,mm,*None,-1.00,12.00,-1.00,-1.00,-1.00,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00094,Stainless steel,Tubing,Square,*None,40 x 40 x 1.5,mm,*None,-1.00,40.00,40.00,-1.00,1.50,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,PVC00026,PVC,Tubing,*None,*None,25 x 21 x 2,mm,*None,-1.00,25.00,-1.00,21.00,2.00,m,PVC,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00011,Stainless steel,Bar,Hexagon,*None,10,mm,*None,-1.00,10.00,-1.00,-1.00,-1.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00060,Mild steel,Bar,Round,*None,6,mm,*None,-1.00,6.00,-1.00,-1.00,-1.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00062,Stainless steel,Tubing,Dairy,*None,60.7 x 6.5,mm,*None,-1.00,60.70,-1.00,-1.00,6.50,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00074,Brass,Tubing,Round,*None,57.2 x 2.7,mm,*None,-1.00,57.20,-1.00,54.50,2.70,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00010,Brass,Bar,Flat,*None,38.52 x 3.25,mm,*None,-1.00,38.52,-1.00,-1.00,3.25,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00018,Glass,Cone,*None,*None,14,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00049,Glass,Screw cap,With aperture,*None,GL 14,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00095,Glass,Tubing,Boro,*None,42 x 2.3,mm,*None,-1.00,42.00,-1.00,-1.00,2.30,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00011,Aluminium,Bar,Flat,*None,25.3 x 12.7,mm,*None,-1.00,25.30,-1.00,-1.00,12.70,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00042,Mild steel,Bar,Hexagon,*None,22,mm,*None,-1.00,22.00,-1.00,-1.00,-1.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00028,Aluminium,Bar,Round,*None,30,mm,*None,-1.00,30.00,-1.00,-1.00,-1.00,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00032,Perspex,Tubing,Round,*None,20 x 14 x 3,mm,*None,-1.00,20.00,-1.00,14.00,3.00,m,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00124,Mild steel,Tubing,Square,*None,50 x 50 x 1.6,mm,*None,-1.00,50.00,50.00,-1.00,1.60,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00093,Stainless steel,Tubing,Square,*None,25 x 25 x 1.5,mm,*None,-1.00,25.00,25.00,-1.00,1.50,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,TFN00016,Tufnol,Tubing,*None,*None,32  x 25,mm,*None,-1.00,32.00,-1.00,25.00,7.00,m,Tufnol/Teflon,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00004,Mild steel,Angle iron,*None,*None,30 x 30 x 3,mm,*None,-1.00,30.00,30.00,-1.00,3.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00121,Mild steel,Tubing,Square,*None,32 x 32 x 3,mm,*None,-1.00,32.00,32.00,-1.00,3.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,PVC00020,PVC,Sheet,*None,*None,5,mm,*None,1000.00,2000.00,-1.00,-1.00,5.00,m²,PVC,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00095,Aluminium,Tubing,Round,*None,151 x 1.8,mm,*None,-1.00,151.00,-1.00,149.20,1.80,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00054,Perspex,Tubing,Round,*None,180 x 172 x 4,mm,*None,-1.00,180.00,-1.00,172.00,4.00,m,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00005,Brass,Bar,Flat,*None,25.15 x 3.15,mm,*None,-1.00,25.15,-1.00,-1.00,3.15,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00029,Perspex,Tubing,Round,*None,12 x 10 x 1,mm,*None,-1.00,12.00,-1.00,10.00,1.00,m,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00008,Aluminium,Angle iron,*None,*None,50.8 x 50.8 x 4.6,mm,*None,-1.00,50.80,50.80,-1.00,4.60,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,CPR00003,Copper,Sheet,*None,*None,3,mm,*None,600.00,1800.00,-1.00,-1.00,3.00,m²,Copper,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00018,Aluminium,Bar,Round,*None,4.7,mm,*None,-1.00,4.70,-1.00,-1.00,-1.00,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00084,Mild steel,Tubing,Rectangular,*None,16 x 9.5 x 1.63,mm,*None,-1.00,16.00,9.50,-1.00,1.63,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00120,Mild steel,Tubing,Square,*None,32 x 32 x 2,mm,*None,-1.00,32.00,32.00,-1.00,2.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00029,Aluminium,Bar,Round,*None,32,mm,*None,-1.00,32.00,-1.00,-1.00,-1.00,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,TFL00003,Teflon,Bar,Round,*None,8,mm,*None,-1.00,8.00,-1.00,-1.00,-1.00,m,Tufnol/Teflon,5,-1071607683,0,The data value violates integrity constraints.

2021,PVC00002,PVC,Rod,*None,*None,6,mm,*None,-1.00,6.00,-1.00,-1.00,-1.00,m,PVC,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00057,Glass,Stopcock,3-way,PTFE,NS 18.8 / 2.5,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,TFL00005,Teflon,Bar,Round,*None,16,mm,*None,-1.00,16.00,-1.00,-1.00,-1.00,m,Tufnol/Teflon,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00041,Aluminium,Sheet,Ripple plate,*None,1,mm,*None,2500.00,1250.00,-1.00,-1.00,1.00,m²,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00046,Aluminium,Sheet,*None,*None,1.2,mm,*None,2500.00,1250.00,-1.00,-1.00,1.20,m²,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

