ST_Transaction_ID,ST_Year,ST_Material_Item_ID,ST_Stock_Take_Comment,ST_Length_Measured_m,ST_Width_Measured_m,ST_Full_Units_Counted,ST_Quantity_Scrapped,ST_Unit_Price_incl_VAT,ST_Source_Quantity_on_Hand_Value_excl_VAT,ST_VAT_Decimal,ST_Length_Measured_Indicator,ST_Width_Measured_Indicator,ST_Full_Units_Counted_Indicator,ST_Material_Scrapped_Indicator,ST_Unit_Price_Available_Indicator,ST_VAT_Percentage,IBPT_ID,ErrorCode,ErrorColumn,ErrorDescription

ST2021410,2021,MST00078,*None,.860,.825,,0.70950000000000002,125.77,0,.14,Length measured,Width measured,No full units counted,Material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021411,2021,MST00078,*None,.760,.720,,0.54720000000000002,125.77,0,.14,Length measured,Width measured,No full units counted,Material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021412,2021,MST00079,*None,2.450,1.230,,,.00,0,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021413,2021,MST00079,*None,1.250,1.740,,,141.64,270.23421050000002,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021414,2021,MST00080,*None,2.450,1.230,,,123.29,325.90738160000001,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021415,2021,MST00081,*None,1.040,.910,,,186.61,154.91903859999999,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021416,2021,MST00081,*None,1.735,.730,,,186.61,207.3253469,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021417,2021,MST00081,*None,.000,.000,,,186.61,0,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021418,2021,MST00081,*None,.000,.000,,,186.61,0,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021419,2021,MST00081,*None,.000,.000,,,186.61,0,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021420,2021,MST00081,*None,.000,.000,,,186.61,0,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021421,2021,MST00082,*None,1.330,1.230,,1.6358999999999999,189.92,0,.14,Length measured,Width measured,No full units counted,Material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021422,2021,MST00083,*None,1.740,1.230,,,316.79,594.73154209999996,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021423,2021,PSP00013,*None,1.840,1.245,,,127.32,255.84618950000001,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021424,2021,PSP00014,*None,.690,.810,,,127.32,62.420305259999999,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021425,2021,PSP00014,*None,2.055,3.055,,,127.32,701.15626580000003,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021426,2021,PSP00015,*None,2.050,.650,,,351.73,411.12300440000001,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021427,2021,PSP00015,*None,2.050,.650,,,351.73,411.12300440000001,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021428,2021,PSP00015,*None,2.050,.650,,,351.73,411.12300440000001,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021429,2021,PSP00015,*None,1.700,.600,,,351.73,314.70578949999998,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021430,2021,PSP00015,*None,1.700,.600,,,351.73,314.70578949999998,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021431,2021,PSP00015,*None,1.525,.300,,,351.73,141.15480260000001,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021432,2021,PSP00015,*None,2.410,.350,,,351.73,260.2493465,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021433,2021,PSP00015,*None,.830,.525,,,351.73,134.4441645,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021434,2021,PSP00015,*None,.805,.690,,,351.73,171.37581449999999,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021435,2021,PSP00015,*None,1.715,.475,,,351.73,251.34039580000001,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021436,2021,PSP00015,*None,1.205,.480,,,351.73,178.45669470000001,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021437,2021,PSP00015,*None,1.205,.480,,,351.73,178.45669470000001,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021438,2021,PSP00015,*None,1.205,.480,,,351.73,178.45669470000001,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021439,2021,PSP00016,No Unit Price available,1.725,1.365,,,,0,.14,Length measured,Width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021440,2021,PSP00016,*None,2.030,1.370,,,360.92,880.48650180000004,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021441,2021,PSP00017,*None,.335,2.030,,,554.45,330.74887940000002,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021442,2021,PSP00018,*None,.505,1.295,,,699.89,401.50049360000003,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021443,2021,PSP00018,*None,.615,1.200,,,699.89,453.08668419999998,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021444,2021,PSP00019,*None,1.545,1.520,,,839.86,1730.1116,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021445,2021,PSP00020,No Unit Price available,.000,.000,,,,0,.14,Length measured,Width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021446,2021,PSP00021,*None,1.530,1.160,,,1302.91,2028.4251469999999,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021447,2021,PSP00022,*None,.555,.930,,,1128.55,510.96586180000003,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021448,2021,PSP00022,*None,2.030,1.530,,,1128.55,3074.704776,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021449,2021,PSP00023,*None,1.515,2.030,,,2358.80,6363.4837369999996,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021450,2021,PSP00024,*None,1.915,1.515,,,3349.50,8524.2571380000009,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021451,2021,PSP00025,*None,.670,.590,,,4021.54,1394.486633,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021452,2021,PCN00002,*None,1.840,1.250,,,87.22,174.44,.15,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,15%,6,-1071607683,0,The data value violates integrity constraints.

ST2021453,2021,PCN00003,*None,1.525,1.300,,,396.45,683.44532609999999,.15,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,15%,6,-1071607683,0,The data value violates integrity constraints.

ST2021454,2021,PTL00003,No Unit Price available,.000,.000,,,,0,.14,Length measured,Width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021455,2021,PTL00004,No Unit Price available,.000,.000,,,,0,.14,Length measured,Width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021456,2021,PTL00005,No Unit Price available,.000,.000,,,,0,.14,Length measured,Width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021457,2021,PTL00006,No Unit Price available,.000,.000,,,,0,.14,Length measured,Width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021458,2021,PTL00007,No Unit Price available,.000,.000,,,,0,.14,Length measured,Width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021459,2021,PTL00008,No Unit Price available,.000,.000,,,,0,.14,Length measured,Width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021460,2021,PPL00010,*None,1.745,1.000,,,159.11,243.5499561,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021461,2021,PPL00011,*None,1.100,.850,,,244.48,200.51649119999999,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021462,2021,PPL00012,*None,1.820,1.000,,,584.88,933.75578949999999,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021463,2021,PPL00013,*None,1.570,1.000,,,1036.73,1427.7772809999999,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021464,2021,PPL00013,*None,.900,.355,,,1036.73,290.55722370000001,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021465,2021,PPL00013,*None,.000,.000,,,1036.73,0,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021466,2021,PPL00013,*None,.000,.000,,,1036.73,0,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021467,2021,PPL00014,*None,.850,.630,,,1294.90,608.26223679999998,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021468,2021,PPL00015,*None,.580,.680,,,2156.39,746.0352772,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021469,2021,PPL00016,*None,.000,.000,,,2587.47,0,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021470,2021,PPL00016,*None,.000,.000,,,2587.47,0,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021471,2021,PPL00017,*None,.945,1.000,,,7309.61,6059.2819740000004,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021472,2021,PPL00018,*None,.375,.590,,,9136.54,1773.2100660000001,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021473,2021,PPL00018,*None,.700,.770,,,9136.54,4319.8202279999996,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021474,2021,PPL00019,*None,.000,.000,,,10964.42,0,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021475,2021,PVC00018,*None,1.500,.940,,1.4099999999999999,314.40,0,.14,Length measured,Width measured,No full units counted,Material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021476,2021,PVC00019,*None,2.360,1.500,,,419.20,1301.726316,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021477,2021,PVC00019,*None,1.335,1.500,,,419.20,736.35789469999997,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021478,2021,PVC00020,*None,.725,.815,,,524.00,271.59517540000002,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021479,2021,PVC00020,*None,1.500,.940,,,524.00,648.10526319999997,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021480,2021,PVC00020,No Unit Price available,3.000,1.500,,,,0,.14,Length measured,Width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021481,2021,PVC00020,*None,.995,1.125,,,524.00,514.51973680000003,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021482,2021,PVC00021,*None,2.000,1.000,,,628.80,1103.1578950000001,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021483,2021,PVC00021,*None,1.500,.880,,,628.80,728.08421050000004,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021484,2021,PVC00021,*None,1.000,.495,,0.495,628.80,0,.14,Length measured,Width measured,No full units counted,Material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021485,2021,PVC00021,*None,2.000,1.000,,,628.80,1103.1578950000001,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021486,2021,PVC00022,*None,1.125,1.000,,,838.40,735.43859650000002,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021487,2021,PVC00022,*None,.815,.385,,0.31377500000000003,838.40,0,.14,Length measured,Width measured,No full units counted,Material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021488,2021,PVC00022,*None,2.000,1.000,,,838.40,1470.877193,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021489,2021,PVC00023,*None,.950,.480,,,1048.00,419.19999999999999,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021490,2021,PVC00024,*None,.455,.455,,0.20702499999999999,3323.65,0,.14,Length measured,Width measured,No full units counted,Material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021491,2021,SST00043,*None,2.500,1.250,,,242.88,665.78947370000003,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021492,2021,SST00043,*None,2.500,1.250,,,242.88,665.78947370000003,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021493,2021,SST00043,*None,.945,1.250,,,242.88,251.66842109999999,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021494,2021,SST00043,*None,1.390,1.250,,,242.88,370.13633679999998,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021495,2021,SST00044,*None,2.500,1.250,,,263.75,722.99890349999998,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021496,2021,SST00044,*None,.780,1.250,,,263.75,225.57565790000001,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021497,2021,SST00045,*None,1.250,1.180,,,378.30,489.46710530000001,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021498,2021,SST00046,*None,.000,.000,1,3.125,347.65,0,.14,Length measured,Width measured,Full units counted,Material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021499,2021,SST00047,*None,2.230,1.250,,,433.38,1059.6901319999999,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021500,2021,SST00047,No Unit Price available,2.500,1.250,,3.125,,0,.14,Length measured,Width measured,No full units counted,Material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021501,2021,SST00048,No Unit Price available,1.800,.895,,1.611,,0,.14,Length measured,Width measured,No full units counted,Material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021502,2021,SST00048,No Unit Price available,2.500,1.250,,3.125,,0,.14,Length measured,Width measured,No full units counted,Material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021503,2021,SST00049,*None,2.500,1.250,,3.125,828.37,0,.14,Length measured,Width measured,No full units counted,Material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021504,2021,SST00049,*None,.760,.955,,,828.37,527.39556670000002,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021505,2021,SST00050,No Unit Price available,1.250,1.795,,2.2437499999999999,,0,.14,Length measured,Width measured,No full units counted,Material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021506,2021,TFL00008,*None,.490,.850,,,3352.44,1224.8168949999999,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021507,2021,TFL00009,*None,.210,.065,,,12571.67,150.52920660000001,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021508,2021,TFL00009,*None,.110,.150,,1.6500000000000001E-2,.00,0,.14,Length measured,Width measured,No full units counted,Material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021509,2021,TFN00003,No standard length and width available,1.230,1.230,,,128.00,169.86947369999999,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021510,2021,TFN00003,No standard length and width available,1.100,1.040,,,128.00,128.4491228,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021511,2021,TFN00004,No standard length and width available,.930,1.140,,,218.00,202.74000000000001,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021512,2021,TFN00004,No standard length and width available,1.230,1.230,,,218.00,289.30894740000002,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021513,2021,TFN00004,No standard length and width available,1.230,1.230,,,218.00,289.30894740000002,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021514,2021,TFN00004,No standard length and width available,1.230,1.030,,,218.00,242.26684209999999,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021515,2021,TFN00004,No standard length and width available,1.050,.800,,,218.00,160.63157889999999,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021516,2021,TFN00005,No standard length and width available,.955,.945,,,500.00,395.82236840000002,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021517,2021,TFN00006,No standard length and width available,.970,.790,,,1022.00,686.98122809999995,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021518,2021,TFN00007,No standard length and width available,1.230,.775,,,1532.00,1281.0342109999999,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021519,2021,TFN00008,No standard length and width available,.955,1.115,,,3160.00,2951.620175,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021520,2021,GLS00050,No Size units and measurement available,,,19,,32.79,546.5,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021521,2021,GLS00051,No Size units and measurement available,,,0,,23.00,0,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021522,2021,GLS00052,No Size units and measurement available,,,16,,28.75,403.5087719,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021523,2021,GLS00053,No Size units and measurement available,,,13,,37.95,432.76315790000001,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021524,2021,GLS00054,No Size units and measurement available,,,14,,49.74,610.84210529999996,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021525,2021,GLS00055,No Size units and measurement available,,,6,,122.10,642.63157890000002,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021526,2021,GLS00056,No Size units and measurement available,,,2,,122.10,214.2105263,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021527,2021,GLS00057,No Size units and measurement available,,,1,,604.20,530,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021528,2021,GLS00058,No Size units and measurement available,,,3,,355.99,936.81578950000005,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021529,2021,GLS00059,No Size units and measurement available,,,12,,241.50,2542.1052629999999,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021530,2021,GLS00060,No Size units and measurement available,,,12,,287.50,3026.3157890000002,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021531,2021,GLS00061,No Size units and measurement available,,,7,,684.00,4200,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021532,2021,GLS00062,No Size units and measurement available,,,5,,695.06,3048.5087720000001,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021533,2021,GLS00063,No Size units and measurement available,,,17,,161.00,2400.8771929999998,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021534,2021,GLS00064,No Size units and measurement available,,,18,,195.50,3086.8421050000002,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021535,2021,GLS00065,No Size units and measurement available,,,0,,252.02,0,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021536,2021,GLS00066,*None,50.730,,,,33.28,1480.96,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021537,2021,GLS00067,*None,44.700,,,,33.28,1304.926316,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021538,2021,GLS00068,*None,231.730,,,,28.66,5825.7735089999996,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021539,2021,GLS00069,*None,95.350,,,,34.50,2885.5921050000002,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021540,2021,GLS00070,*None,36.330,,,,42.17,1343.891316,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021541,2021,GLS00071,*None,20.650,,,,36.86,667.68333329999996,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021542,2021,GLS00072,*None,3.350,,,,34.50,101.38157889999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021543,2021,GLS00073,*None,14.180,,,,45.39,564.58789469999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021544,2021,GLS00074,*None,12.460,,,,50.27,549.44228069999997,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021545,2021,GLS00075,*None,2.490,,,,69.11,150.95078950000001,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021546,2021,GLS00076,*None,.960,,,,54.08,45.541052630000003,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021547,2021,GLS00077,*None,6.460,,,,75.57,428.23000000000002,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021548,2021,GLS00078,*None,28.300,,,,69.11,1715.6254389999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021549,2021,GLS00079,*None,18.950,,,,73.91,1228.5916669999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

