ST_Transaction_ID,ST_Year,ST_Material_Item_ID,ST_Stock_Take_Comment,ST_Length_Measured_m,ST_Width_Measured_m,ST_Full_Units_Counted,ST_Quantity_Scrapped,ST_Unit_Price_incl_VAT,ST_Source_Quantity_on_Hand_Value_excl_VAT,ST_VAT_Decimal,ST_Length_Measured_Indicator,ST_Width_Measured_Indicator,ST_Full_Units_Counted_Indicator,ST_Material_Scrapped_Indicator,ST_Unit_Price_Available_Indicator,ST_VAT_Percentage,IBPT_ID,ErrorCode,ErrorColumn,ErrorDescription

ST2021204,2021,MST00066,*None,62.235,,,,10.75,586.86513160000004,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021205,2021,MST00067,*None,7.020,,,,15.47,95.262631580000004,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021206,2021,MST00068,*None,4.965,,,,43.59,189.8459211,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021207,2021,MST00069,*None,6.100,,,,43.59,233.2447368,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021208,2021,SST00034,*None,1.310,,,,29.64,34.060000000000002,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021209,2021,SST00035,*None,2.400,,,,55.63,117.11578950000001,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021210,2021,SST00036,*None,.540,,,,55.63,26.351052630000002,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021211,2021,SST00037,*None,3.200,,,,308.96,867.25614040000005,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021212,2021,GLS00001,No Size units and measurement available,,,5,,31.05,136.18421050000001,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021213,2021,GLS00002,No Size units and measurement available,,,13,,34.10,388.85964910000001,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021214,2021,GLS00003,No Size units and measurement available,,,20,,35.49,622.63157890000002,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021215,2021,GLS00004,No Size units and measurement available,,,8,,36.59,256.77192980000001,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021216,2021,GLS00005,No Size units and measurement available,,,4,,44.92,157.6140351,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021217,2021,GLS00006,No Size units and measurement available,,,4,,136.69,479.61403510000002,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021218,2021,GLS00007,No Size units and measurement available,,,4,,146.66,514.59649119999995,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021219,2021,GLS00008,No Size units and measurement available,,,5,,166.91,732.06140349999998,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021220,2021,GLS00009,No Size units and measurement available,,,8,,41.03,287.92982460000002,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021221,2021,GLS00010,No Size units and measurement available,,,2,,42.42,74.421052630000005,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021222,2021,GLS00011,No Size units and measurement available,,,53,,31.33,1456.5701750000001,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021223,2021,GLS00012,No Size units and measurement available,,,20,,37.98,666.31578950000005,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021224,2021,GLS00013,No Size units and measurement available,,,26,,46.02,1049.578947,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021225,2021,GLS00014,No Size units and measurement available,,,5,,48.24,211.5789474,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021226,2021,GLS00015,No Size units and measurement available,,,23,,86.50,1745.1754390000001,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021227,2021,GLS00016,No Size units and measurement available,,,8,,117.00,821.05263160000004,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021228,2021,GLS00017,No Size units and measurement available,,,2,,117.00,205.26315790000001,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021229,2021,GLS00018,No Size units and measurement available,,,33,,29.66,858.57894739999995,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021230,2021,GLS00019,No Size units and measurement available,,,27,,37.43,886.5,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021231,2021,GLS00020,No Size units and measurement available,,,6,,42.98,226.2105263,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021232,2021,GLS00021,No Size units and measurement available,,,9,,44.64,352.4210526,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021233,2021,GLS00022,No Size units and measurement available,,,14,,82.34,1011.192982,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021234,2021,GLS00023,No Size units and measurement available,,,4,,108.96,382.31578949999999,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021235,2021,GLS00024,No Size units and measurement available,,,11,,108.95,1051.2719300000001,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021236,2021,GLS00025,*None,,,19,,57.00,950,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021237,2021,GLS00026,*None,,,1,,154.71,135.7105263,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021238,2021,GLS00027,*None,,,5,,47.69,209.16666670000001,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021239,2021,GLS00028,*None,,,1,,49.35,43.28947368,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021240,2021,GLS00029,*None,,,1,,56.01,49.131578949999998,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021241,2021,GLS00030,*None,,,12,,96.48,1015.578947,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021242,2021,GLS00031,*None,,,6,,232.61,1224.263158,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021243,2021,GLS00032,*None,,,8,,111.46,782.17543860000001,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021244,2021,GLS00033,*None,,,2,,345.17,605.56140349999998,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021245,2021,GLS00034,No Size units and measurement available,,,0,,14.97,0,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021246,2021,GLS00035,No Size units and measurement available,,,6,,120.75,635.52631580000002,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021247,2021,GLS00036,No Size units and measurement available,,,3,,147.78,388.89473679999998,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021248,2021,GLS00039,No Size units and measurement available,,,18,,120.75,1906.578947,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021249,2021,GLS00038,No Size units and measurement available,,,6,,147.78,777.78947370000003,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021250,2021,GLS00040,No Size units and measurement available,,,9,,184.00,1452.6315790000001,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021251,2021,GLS00041,*None,32.300,,,,31.55,893.91666669999995,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021252,2021,GLS00042,*None,17.490,,,,45.36,695.91789470000003,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021253,2021,GLS00043,*None,30.780,,,,52.62,1420.74,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021254,2021,GLS00044,*None,7.670,,,,66.83,449.63692980000002,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021255,2021,ELN00001,*None,.150,,,,140.80,18.526315790000002,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021256,2021,ELN00002,*None,.515,,,,459.11,207.40495609999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021257,2021,ELT00001,*None,.000,,,,90.08,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021258,2021,ELT00002,*None,.000,,,,354.94,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021259,2021,ELT00003,*None,.160,,,,459.11,64.436491230000001,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021260,2021,VLN00001,*None,.000,,,,23.42,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021261,2021,VLN00002,*None,.000,,,,36.28,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021262,2021,VLN00003,*None,.000,,,,51.93,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021263,2021,VNT00001,*None,.425,,,,236.95,88.336622809999994,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021264,2021,VNT00002,*None,.380,,,,337.20,112.40000000000001,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021265,2021,VNT00003,*None,.000,,,,581.74,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021266,2021,VNT00004,*None,.310,,,,808.94,219.9749123,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021267,2021,VNT00005,*None,.660,,,,1063.24,615.55999999999995,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021268,2021,VNT00006,*None,.735,,,,1392.62,897.87342109999997,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021269,2021,VNL00001,*None,.000,,,,77.41,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021270,2021,VNL00002,*None,2.055,,,,77.41,139.54171049999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021271,2021,PSP00001,*None,.530,,,,28.73,13.35692982,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021272,2021,PSP00002,*None,.840,,,,42.86,31.581052629999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021273,2021,PSP00003,*None,.000,,,,63.68,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021274,2021,PSP00004,*None,.000,,,,1031.34,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021275,2021,PSP00005,*None,.000,,,,362.44,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021276,2021,PCN00001,*None,1.000,,,,173.67,152.34210529999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021277,2021,PVC00001,*None,9.545,,,,5.28,44.208421049999998,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021278,2021,PVC00002,*None,15.065,,,,7.82,103.340614,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021279,2021,PVC00003,*None,15.200,,,,13.82,184.2666667,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021280,2021,PVC00004,*None,5.880,,,,21.45,110.6368421,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021281,2021,PVC00005,*None,3.205,,,,30.92,86.928596490000004,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021282,2021,PVC00006,*None,4.390,,,,47.82,184.1489474,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021283,2021,PVC00007,*None,5.000,,,,51.50,225.87719300000001,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021284,2021,PVC00008,*None,3.730,,,,93.15,304.78026319999998,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021285,2021,PVC00009,*None,1.790,,,,114.44,179.69087719999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021286,2021,PVC00010,*None,.000,,,,191.98,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021287,2021,PVC00011,*None,1.610,,,,202.46,285.93035090000001,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021288,2021,PVC00012,*None,1.910,,,,316.89,530.9297368,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021289,2021,PVC00013,*None,.000,,,,722.82,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021290,2021,PVC00014,*None,.110,,,,1321.70,127.5324561,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021291,2021,GLS00045,No Size units and measurement available,,,17,,24.40,363.85964910000001,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021292,2021,GLS00046,No Size units and measurement available,,,1,,27.72,24.315789469999999,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021293,2021,GLS00047,No Size units and measurement available,,,10,,34.66,304.03508770000002,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021294,2021,GLS00048,No Size units and measurement available,,,14,,46.58,572.03508769999996,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021295,2021,GLS00049,No Size units and measurement available,,,0,,14.14,0,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021296,2021,ALM00040,*None,.000,.000,,,815.36,0,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021297,2021,PSP00006,*None,1.540,1.465,,,733.58,1451.7805599999999,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021298,2021,PSP00007,*None,1.550,1.285,,,440.15,769.00768640000001,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021299,2021,BRS00045,*None,.745,.600,,,1402.96,550.10799999999995,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021300,2021,BRS00046,*None,1.985,.600,,,1492.60,1559.3742110000001,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021301,2021,BRS00047,*None,1.705,.600,,,1989.30,1785.135,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021302,2021,BRS00048,*None,.255,.600,,,2076.00,278.62105259999998,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021303,2021,BRS00049,*None,.525,.600,,,2435.00,672.82894739999995,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021304,2021,MST00070,*None,1.805,.930,,,62.37,91.839825000000005,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021305,2021,MST00070,*None,1.805,.930,,,62.37,91.839825000000005,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021306,2021,MST00070,*None,1.805,.930,,,62.37,91.839825000000005,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021307,2021,MST00071,*None,1.710,1.230,,,109.77,202.52565000000001,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021308,2021,MST00072,*None,.000,.000,,,101.13,0,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021309,2021,MST00072,*None,2.030,1.230,,,101.13,221.5013132,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021310,2021,MST00072,*None,.975,1.230,,,101.13,106.38609870000001,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021311,2021,MST00072,*None,1.510,1.230,,,101.13,164.76206049999999,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021312,2021,MST00072,*None,1.755,1.230,,,101.13,191.4949776,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021313,2021,MST00073,*None,.000,.000,1,,120.29,316.6845285,.14,Length measured,Width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021314,2021,MST00074,*None,2.450,.450,,,158.22,153.0153947,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021315,2021,PSP00008,*None,1.940,1.510,,,377.41,969.8112754,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021316,2021,SST00040,No standard length and width available,2.050,.200,,,179.95,124.03,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021317,2021,SST00041,No standard length and width available,1.980,1.250,,,320.00,694.73684209999999,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021318,2021,SST00042,No standard length and width available,1.905,1.220,,,350.00,713.53947370000003,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021319,2021,PSP00009,*None,1.540,1.390,,,360.92,677.70644909999999,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021320,2021,PSP00010,*None,2.030,.790,,,723.73,1018.120199,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021321,2021,PSP00010,*None,2.030,.790,,,723.73,1018.120199,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021322,2021,PSP00010,*None,2.030,.790,,,723.73,1018.120199,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021323,2021,PSP00010,*None,2.030,.790,,,723.73,1018.120199,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021324,2021,PSP00010,*None,1.020,.910,,,723.73,589.27428369999996,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021325,2021,PSP00010,*None,1.020,.910,,,723.73,589.27428369999996,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021326,2021,PSP00010,*None,1.020,.910,,,723.73,589.27428369999996,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021327,2021,PSP00010,*None,1.020,.910,,,723.73,589.27428369999996,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021328,2021,PSP00010,*None,1.020,.910,,,723.73,589.27428369999996,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021329,2021,PSP00010,*None,1.020,.910,,,723.73,589.27428369999996,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021330,2021,PSP00010,*None,1.020,.910,,,723.73,589.27428369999996,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021331,2021,PSP00010,*None,1.020,.910,,,723.73,589.27428369999996,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021332,2021,PSP00010,*None,1.030,.910,,,723.73,595.05148250000002,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021333,2021,PSP00010,*None,1.030,.910,,,723.73,595.05148250000002,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021334,2021,PSP00010,*None,1.030,.910,,,723.73,595.05148250000002,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021335,2021,PSP00010,*None,1.030,.910,,,723.73,595.05148250000002,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021336,2021,PSP00010,*None,1.030,.910,,,723.73,595.05148250000002,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021337,2021,PSP00010,*None,1.030,.910,,,723.73,595.05148250000002,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021338,2021,PSP00010,*None,1.030,.910,,,723.73,595.05148250000002,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021339,2021,PSP00010,*None,1.030,.910,,,723.73,595.05148250000002,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021340,2021,ALM00041,*None,2.505,1.250,,,215.00,590.54276319999997,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021341,2021,PVC00015,*None,1.455,1.000,,,801.36,1022.788421,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021342,2021,PVC00015,*None,.760,.350,,0.26600000000000001,801.36,0,.14,Length measured,Width measured,No full units counted,Material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021343,2021,PVC00016,*None,2.440,1.060,,,975.57,2213.345832,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021344,2021,PVC00016,*None,1.215,.395,,,975.57,410.70213360000002,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021345,2021,PVC00017,*None,.590,.395,,,975.57,199.43560389999999,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

