Year,Item ID,Material,Item Category,Item Detail 1,Item Detail 2,Item Size,Size Unit of Measure,Size Note,Comment,Standard Length (mm),Standard Width or Diameter (mm),Standard Height (mm),Standard Interior Diameter (mm),Standard Thinkness / Wall (mm),Item Length Measured (m),Item Width Measured (m),Full Units Counted,Quantity Unit of Measure,Quantity Scapped,Unit price incl VAT,VAT,Source Quantity on hand value excl VAT rounded
2020,GLS00004,Glass,Clip,Conical,POM,NS34,,,No Size units and measurement available,,,,,,,,8,each,,36.59,0.14,256.7719298
2020,GLS00005,Glass,Clip,Conical,POM,NS45,,,No Size units and measurement available,,,,,,,,4,each,,44.92,0.14,157.6140351
2020,GLS00006,Glass,Clip,Spherical,Nickel,NS13,,,No Size units and measurement available,,,,,,,,5,each,,136.69,0.14,599.5175439
2020,GLS00007,Glass,Clip,Spherical,Nickel,NS19,,,No Size units and measurement available,,,,,,,,3,each,,146.66,0.14,385.9473684
2020,GLS00008,Glass,Clip,Spherical,Nickel,NS29,,,No Size units and measurement available,,,,,,,,5,each,,166.91,0.14,732.0614035
2020,GLS00009,Glass,Clip,Spherical,POM,NS13,,,No Size units and measurement available,,,,,,,,8,each,,41.03,0.14,287.9298246
2020,GLS00010,Glass,Clip,Spherical,POM,NS19,,,No Size units and measurement available,,,,,,,,2,each,,42.42,0.14,74.42105263
2020,GLS00011,Glass,Cone,Langpunt,,14,,,No Size units and measurement available,,,,,,,,53,each,,31.33,0.14,1456.570175
2020,GLS00012,Glass,Cone,Langpunt,,19,,,No Size units and measurement available,,,,,,,,20,each,,37.98,0.14,666.3157895
2020,GLS00013,Glass,Cone,Langpunt,,24,,,No Size units and measurement available,,,,,,,,26,each,,46.02,0.14,1049.578947
2020,GLS00014,Glass,Cone,Langpunt,,29,,,No Size units and measurement available,,,,,,,,5,each,,48.24,0.14,211.5789474
2020,GLS00015,Glass,Cone,Langpunt,,34,,,No Size units and measurement available,,,,,,,,24,each,,86.5,0.14,1821.052632
2020,GLS00016,Glass,Cone,Langpunt,,40,,,No Size units and measurement available,,,,,,,,8,each,,117,0.14,821.0526316
2020,GLS00017,Glass,Cone,Langpunt,,45,,,No Size units and measurement available,,,,,,,,2,each,,117,0.14,205.2631579
2020,GLS00018,Glass,Cone,,,14,,,No Size units and measurement available,,,,,,,,38,each,,29.66,0.14,988.6666667
2020,GLS00019,Glass,Cone,,,19,,,No Size units and measurement available,,,,,,,,34,each,,37.43,0.14,1116.333333
2020,GLS00020,Glass,Cone,,,24,,,No Size units and measurement available,,,,,,,,7,each,,42.98,0.14,263.9122807
2020,GLS00021,Glass,Cone,,,29,,,No Size units and measurement available,,,,,,,,9,each,,44.64,0.14,352.4210526
2020,GLS00022,Glass,Cone,,,34,,,No Size units and measurement available,,,,,,,,16,each,,82.34,0.14,1155.649123
2020,GLS00023,Glass,Cone,,,40,,,No Size units and measurement available,,,,,,,,4,each,,108.96,0.14,382.3157895
2020,GLS00024,Glass,Cone,,,45,,,No Size units and measurement available,,,,,,,,11,each,,108.95,0.14,1051.27193
2020,GLS00026,Glass,Filter disc,Por 2,,60,mm,,,,60,,,,,,1,each,,154.71,0.14,135.7105263
2020,GLS00027,Glass,Filter disc,Por 3,,10,mm,,,,10,,,,,,5,each,,47.69,0.14,209.1666667
2020,GLS00028,Glass,Filter disc,Por 3,,20,mm,,,,20,,,,,,2,each,,49.35,0.14,86.57894737
2020,GLS00029,Glass,Filter disc,Por 3,,30,mm,,,,30,,,,,,2,each,,56.01,0.14,98.26315789
2020,GLS00030,Glass,Filter disc,Por 3,,50,mm,,,,50,,,,,,12,each,,96.48,0.14,1015.578947
2020,GLS00031,Glass,Filter disc,Por 3,,65,mm,,,,65,,,,,,6,each,,232.61,0.14,1224.263158
2020,GLS00032,Glass,Filter disc,Por 4,,50,mm,,,,50,,,,,,8,each,,111.46,0.14,782.1754386
2020,GLS00033,Glass,Filter disc,Por 5,,50,mm,,,,50,,,,,,2,each,,345.17,0.14,605.5614035
2020,GLS00034,Glass,Hose bent,,,GL 14,,,No Size units and measurement available,,,,,,,,5,each,,14.97,0.14,65.65789474
2020,GLS00035,Glass,Joint,Spherical,Ball,19,,,No Size units and measurement available,,,,,,,,8,each,,120.75,0.14,847.3684211
2020,GLS00036,Glass,Joint,Spherical,Ball,29,,,No Size units and measurement available,,,,,,,,3,each,,147.78,0.14,388.8947368
2020,GLS00037,Glass,Joint,Spherical,Cup,19,,,No Size units and measurement available,,,,,,,,18,each,,120.75,0.14,1906.578947
2020,GLS00038,Glass,Joint,Spherical,Cup,29,,,No Size units and measurement available,,,,,,,,6,each,,147.78,0.14,777.7894737
2020,SST00038,Stainless steel,Mesh,-14,1 x 1 opening,0.8,mm,Wire,,,,,,0.8,0,0,,m²,,758.67,0.14,0
2020,SST00039,Stainless steel,Mesh,-6,3 x 3 opening,1.2,mm,Wire,,,,,,1.2,0,0,,m²,,669.29,0.14,0
2020,GLS00041,Glass,Rod,Boro,,5,mm,,,,5,,,,32.3,,,m,,31.55,0.14,893.9166667
2020,GLS00042,Glass,Rod,Boro,,6,mm,,,,6,,,,17.49,,,m,,45.36,0.14,695.9178947
2020,GLS00043,Glass,Rod,Boro,,8,mm,,,,8,,,,30.78,,,m,,52.62,0.14,1420.74
2020,GLS00044,Glass,Rod,Boro,,9,mm,,,,9,,,,7.67,,,m,,66.83,0.14,449.6369298
2020,ELN00001,Ertalon,Rod,,,40,mm,,,,40,,,,0.15,,,m,,140.8,0.14,18.52631579
2020,ELN00002,Ertalon,Rod,,,50,mm,,,,50,,,,0.515,,,m,,459.11,0.14,207.4049561
2020,ELT00001,Ertalyte,Rod,,,20,mm,,,,20,,,,0,,,m,,90.08,0.14,0
2020,ELT00002,Ertalyte,Rod,,,40,mm,,,,40,,,,0,,,m,,354.94,0.14,0
2020,ELT00003,Ertalyte,Rod,,,60,mm,,,,60,,,,0.16,,,m,,459.11,0.14,64.43649123
2020,VLN00001,Vescolene,Rod,,,20,mm,,,,20,,,,2.465,,,m,,23.42,0.14,50.64061404
2020,VLN00002,Vescolene,Rod,,,25,mm,,,,25,,,,1.165,,,m,,36.28,0.14,37.07561404
2020,VLN00003,Vescolene,Rod,,,30,mm,,,,30,,,,0.12,,,m,,51.93,0.14,5.46631579
2020,VNT00001,Vesconite,Rod,,,12,mm,,,,12,,,,0.425,,,m,,236.95,0.14,88.33662281
2020,VNT00002,Vesconite,Rod,,,18,mm,,,,18,,,,0.45,,,m,,337.2,0.14,133.1052632
2020,VNT00003,Vesconite,Rod,,,25,mm,,,,25,,,,0,,,m,,581.74,0.14,0
2020,VNT00004,Vesconite,Rod,,,30,mm,,,,30,,,,0.31,,,m,,808.94,0.14,219.9749123
2020,VNT00005,Vesconite,Rod,,,35,mm,,,,35,,,,0.785,,,m,,1063.24,0.14,732.1433333
2020,VNT00006,Vesconite,Rod,,,40,mm,,,,40,,,,0.81,,,m,,1392.62,0.14,989.4931579
2020,VNL00001,Vesconylon,Rod,,,20,mm,,,,20,,,,0.225,,,m,,77.41,0.14,15.27828947
2020,VNL00002,Vesconylon,Rod,,,25,mm,,,,25,,,,2.055,,,m,,77.41,0.14,139.5417105
2020,PSP00001,Perspex,Rod,,,6,mm,,,,6,,,,0.53,,,m,,28.73,0.14,13.35692982
2020,PSP00002,Perspex,Rod,,,8,mm,,,,8,,,,0.98,,,m,,42.86,0.14,36.8445614
2020,PSP00003,Perspex,Rod,,,10,mm,,,,10,,,,0,,,m,,63.68,0.14,0
2020,PSP00004,Perspex,Rod,,,40,mm,,,,40,,,,0.285,,,m,,1031.34,0.14,257.835
2020,PSP00005,Perspex,Rod,,,70,mm,,,,70,,,,0.6,,,m,,362.44,0.14,190.7578947
2020,PVC00001,PVC,Rod,,,5,mm,,,,5,,,,11.105,,,m,,5.28,0.14,51.43368421
2020,PVC00002,PVC,Rod,,,6,mm,,,,6,,,,15.195,,,m,,7.82,0.14,104.2323684
2020,PVC00003,PVC,Rod,,,8,mm,,,,8,,,,16.4,,,m,,13.82,0.14,198.8140351
2020,PVC00004,PVC,Rod,,,10,mm,,,,10,,,,9.02,,,m,,21.45,0.14,169.7184211
2020,PVC00005,PVC,Rod,,,12,mm,,,,12,,,,3.73,,,m,,30.92,0.14,101.1680702
2020,PVC00006,PVC,Rod,,,15,mm,,,,15,,,,5.53,,,m,,47.82,0.14,231.9689474
2020,PVC00007,PVC,Rod,,,20,mm,,,,20,,,,5,,,m,,51.5,0.14,225.877193
2020,PVC00008,PVC,Rod,,,25,mm,,,,25,,,,4.89,,,m,,93.15,0.14,399.5644737
2020,PVC00010,PVC,Rod,,,35,mm,,,,35,,,,0,,,m,,191.98,0.14,0
2020,PVC00011,PVC,Rod,,,40,mm,,,,40,,,,0,,,m,,237.07,0.14,0
2020,PVC00013,PVC,Rod,,,60,mm,,,,60,,,,0,,,m,,722.82,0.14,0
2020,GLS00045,Glass,Screw cap,Closed,,GL 14,,,No Size units and measurement available,,,,,,,,4,each,,24.4,0.14,85.61403509
2020,GLS00046,Glass,Screw cap,Closed,,GL 18,,,No Size units and measurement available,,,,,,,,5,each,,27.72,0.14,121.5789474
2020,GLS00047,Glass,Screw cap,Closed,,GL 25,,,No Size units and measurement available,,,,,,,,11,each,,34.66,0.14,334.4385965
2020,GLS00048,Glass,Screw cap,Closed,,GL 32,,,No Size units and measurement available,,,,,,,,14,each,,46.58,0.14,572.0350877
2020,GLS00049,Glass,Screw cap,With aperture,,GL 14,,,No Size units and measurement available,,,,,,,,1,each,,14.14,0.14,12.40350877
2020,ALM00040,Aluminium,Sheet,Anodised,,1.1,mm,,,2440,1220,,,1.1,0,0,,m²,,815.36,0.14,0
2020,PSP00006,Perspex,Sheet,Black,,5,mm,,,3050,2030,,,5,1.503,1.455,,m²,,733.58,0.14,1407.228444
2020,PSP00007,Perspex,Sheet,Blue,,3,mm,,,3050,2030,,,3,1.55,1.29,,m²,,440.15,0.14,771.9999342
2020,BRS00045,Brass,Sheet,Engraving,,0.8,mm,,,600,2000,,,0.8,0.745,0.6,,m²,,1402.96,0.14,550.108
2020,BRS00046,Brass,Sheet,Engraving,,1.2,mm,,,600,2000,,,1.2,2,0.6,,m²,,1492.6,0.14,1571.157895
2020,BRS00047,Brass,Sheet,Engraving,,1.6,mm,,,600,2000,,,1.6,1.705,0.6,,m²,,1989.3,0.14,1785.135
2020,BRS00048,Brass,Sheet,Engraving,,2,mm,,,600,2000,,,2,0.255,0.6,,m²,,2076,0.14,278.6210526
2020,BRS00049,Brass,Sheet,Engraving,,3,mm,,,600,2000,,,3,0.525,0.6,,m²,,2435,0.14,672.8289474
2020,MST00070,Mild steel,Sheet,Galvinised,,0.5,mm,,,2450,1225,,,0.5,1.805,0.93,,m²,,62.37,0.14,91.839825
2020,MST00070,Mild steel,Sheet,Galvinised,,0.5,mm,,,2450,1225,,,0.5,1.805,0.93,,m²,,62.37,0.14,91.839825
2020,MST00070,Mild steel,Sheet,Galvinised,,0.5,mm,,,2450,1225,,,0.5,1.805,0.93,,m²,,62.37,0.14,91.839825
2020,MST00071,Mild steel,Sheet,Galvinised,,0.7,mm,,,2450,1225,,,0.7,1.71,1.23,,m²,,109.77,0.14,202.52565
2020,MST00072,Mild steel,Sheet,Galvinised,,1,mm,,,2450,1225,,,1,2.45,1.23,,m²,,101.13,0.14,267.3291711
2020,MST00072,Mild steel,Sheet,Galvinised,,1,mm,,,2450,1225,,,1,2.03,1.23,,m²,,101.13,0.14,221.5013132
2020,MST00072,Mild steel,Sheet,Galvinised,,1,mm,,,2450,1225,,,1,0.975,1.23,,m²,,101.13,0.14,106.3860987
2020,MST00072,Mild steel,Sheet,Galvinised,,1,mm,,,2450,1225,,,1,1.51,1.23,,m²,,101.13,0.14,164.7620605
2020,MST00072,Mild steel,Sheet,Galvinised,,1,mm,,,2450,1225,,,1,1.755,1.23,,m²,,101.13,0.14,191.4949776
2020,MST00073,Mild steel,Sheet,Galvinised,,1.2,mm,,,2450,1225,,,1.2,0,0,,m²,,120.29,0.14,0
2020,MST00074,Mild steel,Sheet,Galvinised,,1.6,mm,,,2450,1225,,,1.6,2.45,0.45,,m²,,158.22,0.14,153.0153947
2020,PSP00008,Perspex,Sheet,Green,,3,mm,,,3050,2030,,,3,1.94,1.51,,m²,,377.41,0.14,969.8112754
2020,SST00040,Stainless steel,Sheet,Magnetic,Bright,0.5,mm,,No standard length and width available,,,,,0.5,0.885,0.67,,m²,,280,0.14,124.03
2020,SST00041,Stainless steel,Sheet,Magnetic,Bright,0.8,mm,,No standard length and width available,,,,,0.8,1.98,1.25,,m²,,320,0.14,694.7368421
2020,SST00042,Stainless steel,Sheet,Magnetic,Bright,1,mm,,No standard length and width available,,,,,1,1.905,1.22,,m²,,350,0.14,713.5394737
2020,PSP00009,Perspex,Sheet,Opal,,3,mm,,,3050,2030,,,3,1.535,1.385,,m²,,360.92,0.14,673.0762254
2020,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,2.03,0.79,,m²,,723.737,0.14,1018.120199
2020,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,2.03,0.79,,m²,,723.737,0.14,1018.120199
2020,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,2.03,0.79,,m²,,723.737,0.14,1018.120199
2020,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,2.03,0.79,,m²,,723.737,0.14,1018.120199
2020,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.02,0.91,,m²,,723.737,0.14,589.2742837
2020,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.02,0.91,,m²,,723.737,0.14,589.2742837
2020,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.02,0.91,,m²,,723.737,0.14,589.2742837
2020,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.02,0.91,,m²,,723.737,0.14,589.2742837
2020,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.02,0.91,,m²,,723.737,0.14,589.2742837
2020,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.02,0.91,,m²,,723.737,0.14,589.2742837
2020,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.02,0.91,,m²,,723.737,0.14,589.2742837
2020,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.02,0.91,,m²,,723.737,0.14,589.2742837
2020,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.03,0.91,,m²,,723.737,0.14,595.0514825
2020,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.03,0.91,,m²,,723.737,0.14,595.0514825
2020,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.03,0.91,,m²,,723.737,0.14,595.0514825
2020,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.03,0.91,,m²,,723.737,0.14,595.0514825
2020,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.03,0.91,,m²,,723.737,0.14,595.0514825
2020,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.03,0.91,,m²,,723.737,0.14,595.0514825
2020,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.03,0.91,,m²,,723.737,0.14,595.0514825
2020,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.03,0.91,,m²,,723.737,0.14,595.0514825
2020,ALM00041,Aluminium,Sheet,Ripple plate,,1,mm,,,2500,1250,,,1,2.505,1.25,,m²,,215,0.14,590.5427632
2020,PVC00015,PVC,Sheet,Simona,,5,mm,,,2000,1000,,,5,1.455,1,,m²,,801.36,0.14,1022.788421
2020,PVC00015,PVC,Sheet,Simona,,5,mm,,,2000,1000,,,5,0.76,0.35,,m²,,801.36,0.14,186.984
2020,PVC00016,PVC,Sheet,Simona,,6,mm,,,2000,1000,,,6,2.44,1.06,,m²,,975.57,0.14,2213.345832
2020,PVC00016,PVC,Sheet,Simona,,6,mm,,,2000,1000,,,6,1.215,0.395,,m²,,975.57,0.14,410.7021336
2020,PVC00017,PVC,Sheet,Simona,,6.5,mm,,,2000,1000,,,6.5,0.59,0.395,,m²,,975.57,0.14,199.4356039
2020,PSP00011,Perspex,Sheet,Tinted,,3,mm,,,3050,2030,,,3,0.785,0.74,,m²,,440.15,0.14,224.2834518
2020,ALM00042,Aluminium,Sheet,Vastrap,,2.8,mm,,,2500,1200,,,2.8,2.02,0.445,,m²,,376.58,0.14,296.9366333
2020,ALM00042,Aluminium,Sheet,Vastrap,,2.8,mm,,,2500,1200,,,2.8,2.02,0.445,,m²,,376.58,0.14,296.9366333
2020,ALM00042,Aluminium,Sheet,Vastrap,,2.8,mm,,,2500,1200,,,2.8,2.02,0.8,,m²,,376.58,0.14,533.8186667
2020,ALM00042,Aluminium,Sheet,Vastrap,,2.8,mm,,,2500,1200,,,2.8,2.02,0.8,,m²,,376.58,0.14,533.8186667
2020,PSP00012,Perspex,Sheet,White,,3,mm,,,3050,2030,,,3,0,0,,m²,,360.92,0.14,0
2020,PSP00012,Perspex,Sheet,White,,3,mm,,,3050,2030,,,3,0.855,0.455,,m²,,397.53,0.14,135.6571125
2020,PSP00012,Perspex,Sheet,White,,3,mm,,,3050,2030,,,3,1.955,1.37,,m²,,397.53,0.14,933.9688382
2020,ALM00043,Aluminium,Sheet,,,0.7,mm,,,2500,1250,,,0.7,0,0,3,m²,,94.85,0.14,780.0164474
2020,ALM00044,Aluminium,Sheet,,,0.9,mm,,,2500,1250,,,0.9,0,0,,m²,,120.38,0.14,0
2020,ALM00045,Aluminium,Sheet,,,1,mm,,,2500,1250,,,1,2.31,1.25,3,m²,,126.38,0.14,1359.416447
2020,ALM00045,Aluminium,Sheet,,,1,mm,,,2500,1250,,,1,2.37,1.25,,m²,,126.38,0.14,328.4217105
2020,ALM00045,Aluminium,Sheet,,,1,mm,,,2500,1250,,,1,2.5,1.25,,m²,,126.38,0.14,346.4364035
2020,ALM00046,Aluminium,Sheet,,,1.2,mm,,,2500,1250,,,1.2,0,0,2,m²,,162.34,0.14,890.0219298
2020,ALM00046,Aluminium,Sheet,,,1.2,mm,,,2500,1250,,,1.2,1.58,1.25,,m²,,162.34,0.14,281.2469298
2020,ALM00046,Aluminium,Sheet,,,1.2,mm,,,2500,1250,,,1.2,2.065,1.25,,m²,,162.34,0.14,367.579057
2020,ALM00046,Aluminium,Sheet,,,1.2,mm,,No Item Length Measured available,2500,1250,,,1.2,0.62,1.25,,m²,,162.34,0.14,110.3627193
2020,ALM00047,Aluminium,Sheet,,,1.6,mm,,,2500,1250,,,1.6,1.64,1.25,1,m²,,223.26,0.14,1013.482895
2020,ALM00047,Aluminium,Sheet,,,1.6,mm,,,2500,1250,,,1.6,2.07,1.25,,m²,,223.26,0.14,506.7414474
2020,ALM00047,Aluminium,Sheet,,,1.6,mm,,,2500,1250,,,1.6,2.215,1.25,,m²,,223.26,0.14,542.2378289
2020,ALM00047,Aluminium,Sheet,,,1.6,mm,,,2500,1250,,,1.6,2.5,1.25,,m²,,223.26,0.14,612.0065789
2020,ALM00048,Aluminium,Sheet,,,2,mm,,,2500,1250,,,2,1.155,0.75,,m²,,259.74,0.14,197.3682237
2020,ALM00049,Aluminium,Sheet,,,2.5,mm,,,2500,1250,,,2.5,1.455,1.25,,m²,,346.56,0.14,552.9
2020,ALM00049,Aluminium,Sheet,,,2.5,mm,,,2500,1250,,,2.5,2.105,0.81,,m²,,346.56,0.14,518.3352
2020,ALM00050,Aluminium,Sheet,,,3,mm,,,2500,1250,,,3,0.94,0.75,,m²,,386.69,0.14,239.1372368
2020,ALM00051,Aluminium,Sheet,,,4.5,mm,,,2500,1250,,,4.5,1.56,1.25,1,m²,,643.14,0.14,2863.101316
2020,ALM00052,Aluminium,Sheet,,,6,mm,,,2500,1250,,,6,2.5,1.255,,m²,,808.76,0.14,2225.863596
2020,ALM00053,Aluminium,Sheet,,,8,mm,,,2500,1250,,,8,1.185,1.25,,m²,,1386,0.14,1800.888158
2020,ALM00054,Aluminium,Sheet,,,12,mm,,,2500,1250,,,12,0.67,0.685,,m²,,1660.98,0.14,668.69015
2020,ALM00054,Aluminium,Sheet,,,12,mm,,,2500,1250,,,12,1.74,1.27,,m²,,1660.98,0.14,3219.6786
2020,ALM00055,Aluminium,Sheet,,,12.5,mm,,,2500,1250,,,12.5,0,0,,m²,,1100,0.14,0
2020,ALM00056,Aluminium,Sheet,,,16,mm,,,2500,1250,,,16,1.005,0.69,,m²,,1400,0.14,851.6052632
2020,ALM00057,Aluminium,Sheet,,,20,mm,,,2500,1250,,,20,0.175,0.33,,m²,,1661,0.14,84.14276316
2020,ALM00057,Aluminium,Sheet,,,20,mm,,,2500,1250,,,20,0.45,0.41,,m²,,2185.3,0.14,353.6735526
2020,ALM00058,Aluminium,Sheet,,,25,mm,,,2500,1250,,,25,0.155,0.255,,m²,,4359.24,0.14,151.1394395
2020,ALM00058,Aluminium,Sheet,,,25,mm,,,2500,1250,,,25,0.475,0.38,,m²,,4359.24,0.14,690.213
2020,ALM00060,Aluminium,Sheet,,,40,mm,,,2500,1250,,,40,0.19,0.275,,m²,,5244.73,0.14,240.3834583
2020,ALM00061,Aluminium,Sheet,,,50,mm,,,2500,1250,,,50,0.38,0.455,,m²,,6950.15,0.14,1054.106083
2020,BRS00050,Brass,Sheet,,,4.8,mm,,,2000,1000,,,4.8,0.29,0.125,,m²,,4357.65,0.14,138.565625
2020,BRS00050,Brass,Sheet,,,4.8,mm,,,2000,1000,,,4.8,1.65,0.9,,m²,,4358.65,0.14,5677.715132
2020,BRS00050,Brass,Sheet,,,4.8,mm,,,2000,1000,,,4.8,0.915,0.69,,m²,,4358.65,0.14,2413.889191
2020,BRS00051,Brass,Sheet,,,6.5,mm,,,2000,1000,,,6.5,1.8,0.9,,m²,,5643,0.14,8019
2020,BRS00052,Brass,Sheet,,,6.7,mm,,,2000,1000,,,6.7,0.495,0.425,,m²,,5643,0.14,1041.35625
2020,BRS00053,Brass,Sheet,,,8,mm,,,2000,1000,,,8,1.8,0.9,,m²,,8527.2,0.14,12117.6
2020,BRS00054,Brass,Sheet,,,9.7,mm,,,2000,1000,,,9.7,0.42,0.24,,m²,,8527.2,0.14,753.984
2020,BRS00054,Brass,Sheet,,,9.7,mm,,,2000,1000,,,9.7,1.27,0.9,,m²,,8527.2,0.14,8549.64
2020,BRS00055,Brass,Sheet,,,12.7,mm,,,2000,1000,,,12.7,0.45,0.9,,m²,,10822.02,0.14,3844.665
2020,BRS00055,Brass,Sheet,,,12.7,mm,,,2000,1000,,,12.7,0.9,0.71,,m²,,10822.02,0.14,6066.027
2020,BRS00055,Brass,Sheet,,,12.7,mm,,,2000,1000,,,12.7,0.45,0.295,,m²,,10822.02,0.14,1260.19575
2020,CPR00002,Copper,Sheet,,,0.9,mm,,,600,1800,,,0.9,0,0,1,m²,,1599.63,0.14,1515.438947
2020,CPR00002,Copper,Sheet,,,0.9,mm,,,600,1800,,,0.9,0,0,1,m²,,1599.63,0.14,1515.438947
2020,CPR00003,Copper,Sheet,,,3,mm,,,600,1800,,,3,0.98,0.5,,m²,,4116.67,0.14,1769.445877
2020,MST00075,Mild steel,Sheet,,,0.5,mm,,,2450,1225,,,0.5,1.375,1.23,,m²,,55.46,0.14,82.27782895
2020,MST00075,Mild steel,Sheet,,,0.5,mm,,,2450,1225,,,0.5,2.235,1.23,,m²,,55.46,0.14,133.7388711
2020,MST00076,Mild steel,Sheet,,,0.7,mm,,,2450,1225,,,0.7,2.45,1.23,,m²,,68.38,0.14,180.7571316
2020,MST00076,Mild steel,Sheet,,,0.7,mm,,,2450,1225,,,0.7,2.45,1.23,,m²,,68.38,0.14,180.7571316
2020,MST00076,Mild steel,Sheet,,,0.7,mm,,,2450,1225,,,0.7,2.45,1.23,,m²,,68.38,0.14,180.7571316
2020,MST00076,Mild steel,Sheet,,,0.7,mm,,,2450,1225,,,0.7,2.45,1.23,,m²,,68.38,0.14,180.7571316
2020,MST00077,Mild steel,Sheet,,,0.9,mm,,,2450,1225,,,0.9,0,0,,m²,,107.71,0.14,0
2020,MST00077,Mild steel,Sheet,,,0.9,mm,,,2450,1225,,,0.9,0,0,,m²,,107.71,0.14,0
2020,MST00078,Mild steel,Sheet,,,1,mm,,,2450,1225,,,1,0.86,0.825,,m²,,125.77,0.14,78.27527632
2020,MST00078,Mild steel,Sheet,,,1,mm,,,2450,1225,,,1,0.76,0.72,,m²,,125.77,0.14,60.3696
2020,MST00079,Mild steel,Sheet,,,1.2,mm,,,2450,1225,,,1.2,1.37,1.23,,m²,,128.77,0.14,190.3423921
2020,MST00080,Mild steel,Sheet,,,1.5,mm,,,2450,1225,,,1.5,1.71,1.23,,m²,,123.29,0.14,227.47005
2020,MST00080,Mild steel,Sheet,,,1.5,mm,,,2450,1225,,,1.5,1.04,0.9,,m²,,123.29,0.14,101.2275789
2020,MST00080,Mild steel,Sheet,,,1.5,mm,,,2450,1225,,,1.5,1.735,0.73,,m²,,123.29,0.14,136.9762715
2020,MST00081,Mild steel,Sheet,,,1.6,mm,,,2450,1225,,,1.6,0,0,,m²,,189.92,0.14,0
2020,MST00081,Mild steel,Sheet,,,1.6,mm,,,2450,1225,,,1.6,0,0,,m²,,189.92,0.14,0
2020,MST00081,Mild steel,Sheet,,,1.6,mm,,,2450,1225,,,1.6,0,0,,m²,,189.92,0.14,0
2020,MST00081,Mild steel,Sheet,,,1.6,mm,,,2450,1225,,,1.6,0,0,,m²,,189.92,0.14,0
2020,MST00082,Mild steel,Sheet,,,1.7,mm,,,2450,1225,,,1.7,1.33,1.23,,m²,,189.92,0.14,272.5352
2020,MST00083,Mild steel,Sheet,,,3,mm,,,2450,1225,,,3,2.235,1.23,,m²,,316.79,0.14,763.9224118
2020,PSP00013,Perspex,Sheet,,,1,mm,,,3050,2030,,,1,1.84,1.245,,m²,,127.32,0.14,255.8461895
2020,PSP00014,Perspex,Sheet,,,1.5,mm,,,3050,2030,,,1.5,0.69,0.81,,m²,,127.32,0.14,62.42030526
2020,PSP00014,Perspex,Sheet,,,1.5,mm,,,3050,2030,,,1.5,3,2.05,,m²,,127.32,0.14,686.8578947
2020,PSP00014,Perspex,Sheet,,,1.5,mm,,,3050,2030,,,1.5,0,0,,m²,,127.32,0.14,0
2020,PSP00015,Perspex,Sheet,,,2,mm,,,3050,2030,,,2,2.05,0.65,,m²,,351.73,0.14,411.1230044
2020,PSP00015,Perspex,Sheet,,,2,mm,,,3050,2030,,,2,2.05,0.65,,m²,,351.73,0.14,411.1230044
2020,PSP00015,Perspex,Sheet,,,2,mm,,,3050,2030,,,2,2.05,0.65,,m²,,351.73,0.14,411.1230044
2020,PSP00015,Perspex,Sheet,,,2,mm,,,3050,2030,,,2,2.05,0.65,,m²,,351.73,0.14,411.1230044
2020,PSP00015,Perspex,Sheet,,,2,mm,,,3050,2030,,,2,1.7,0.6,,m²,,351.73,0.14,314.7057895
2020,PSP00015,Perspex,Sheet,,,2,mm,,,3050,2030,,,2,1.525,0.3,,m²,,351.73,0.14,141.1548026
2020,PSP00015,Perspex,Sheet,,,2,mm,,,3050,2030,,,2,2.41,0.35,,m²,,351.73,0.14,260.2493465
2020,PSP00015,Perspex,Sheet,,,2,mm,,,3050,2030,,,2,0.83,0.81,,m²,,351.73,0.14,207.4281395
2020,PSP00015,Perspex,Sheet,,,2,mm,,,3050,2030,,,2,0.4,0.65,,m²,,351.73,0.14,80.21912281
2020,PSP00015,Perspex,Sheet,,,2,mm,,,3050,2030,,,2,1.715,0.475,,m²,,351.73,0.14,251.3403958
